consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_vivienda,horas_alto_consumo,categoria
383.46,False,10,Casa,19,2
443.27,True,9,Departamento,21,2
243.35,True,11,Departamento,18,1
224.16,True,6,Departamento,20,1
381.14,False,15,Departamento,13,0
143.7,True,7,Casa,17,0
328.07,True,11,Casa,18,1
267.3,True,9,Casa,22,1
220.16,False,6,Casa,8,1
509.1,True,14,Casa,17,1
283.09,False,8,Departamento,17,1
293.58,False,10,Departamento,13,1
270.87,False,15,Departamento,19,0
286.26,False,17,Casa,16,0
127.53,False,9,Casa,6,0
266.55,True,6,Departamento,17,2
318.67,False,12,Departamento,13,0
412.48,False,14,Casa,12,0
402.42,False,10,Casa,13,1
265.64,False,8,Departamento,14,1
198.12,True,6,Casa,15,1
766.33,False,15,Casa,17,2
443.96,False,24,Casa,10,0
453.92,False,16,Casa,9,0
105.49,True,9,Casa,18,0
586.86,False,17,Casa,7,1
478.11,True,7,Departamento,18,2
161.82,False,10,Departamento,16,0
492.61,True,15,Casa,15,1
379.65,False,12,Casa,9,1
394.94,True,8,Departamento,18,2
445.04,False,12,Casa,11,1
126.26,True,13,Departamento,18,0
822.96,True,12,Departamento,18,2
538.07,True,11,Casa,15,2
449.31,True,17,Departamento,18,0
168.09,True,11,Departamento,18,0
193.76,True,10,Departamento,21,0
953.59,True,22,Casa,22,2
516.95,False,8,Casa,13,2
378.38,False,21,Casa,13,0
241.71,False,10,Departamento,14,0
169.15,True,10,Casa,16,0
1087.96,True,20,Departamento,17,2
410.07,False,20,Casa,13,0
367.16,True,12,Casa,20,1
310.43,False,12,Departamento,9,0
354.07,False,11,Casa,14,1
362.45,True,11,Casa,20,1
442.48,True,11,Casa,18,2
455.95,True,11,Casa,19,2
469.36,False,21,Casa,16,0
1685.85,True,29,Casa,19,2
393.06,False,15,Departamento,14,0
575.48,False,13,Casa,13,2
296.66,False,10,Pequeño Comercio,19,1
756.53,True,16,Casa,18,2
315.78,False,11,Departamento,16,1
150.54,False,9,Pequeño Comercio,17,0
287.48,False,17,Casa,18,0
234.45,True,9,Casa,19,1
264.57,False,6,Departamento,6,1
647.9,True,16,Pequeño Comercio,18,2
324.65,False,12,Departamento,14,1
104.96,False,4,Casa,11,0
291.1,False,9,Casa,13,1
195.64,False,8,Departamento,20,1
609.49,True,10,Departamento,15,2
511.06,True,13,Casa,15,1
610.06,False,18,Pequeño Comercio,10,1
421.06,False,21,Casa,16,0
461.62,False,15,Casa,13,1
416.24,True,16,Casa,21,1
911.21,False,12,Casa,19,2
518.13,False,12,Casa,15,2
999.5,True,23,Casa,19,2
490.48,True,24,Casa,15,0
818.76,False,15,Casa,12,2
362.8,False,8,Departamento,20,2
380.97,False,16,Casa,14,0
550.38,True,10,Casa,20,2
629.07,True,15,Casa,22,2
557.45,False,12,Casa,16,2
355.14,True,11,Casa,19,1
481.77,False,12,Casa,8,1
171.21,False,8,Departamento,13,0
962.32,True,21,Casa,15,2
724.47,False,7,Departamento,16,2
291.51,False,16,Casa,6,0
374.43,False,8,Departamento,13,2
580.16,True,11,Departamento,19,2
366.11,True,10,Casa,15,1
717.15,False,13,Casa,14,2
110.97,False,7,Departamento,12,0
589.42,True,16,Casa,17,1
740.5,False,17,Casa,17,2
501.74,False,15,Departamento,2,0
191.24,True,10,Casa,17,0
195.19,True,10,Casa,16,0
855.46,True,16,Casa,23,2
216.13,False,8,Departamento,12,0
424.15,True,12,Departamento,18,1
738.29,False,14,Pequeño Comercio,11,2
700.86,False,22,Casa,11,1
444.09,True,12,Departamento,23,2
445.76,False,12,Departamento,16,1
399.34,True,16,Casa,16,0
854.61,False,23,Casa,22,1
1048.48,True,13,Departamento,17,2
632.39,True,10,Casa,19,2
1034.93,False,15,Casa,8,2
774.29,False,13,Casa,10,2
473.19,False,8,Casa,17,2
374.3,True,12,Casa,18,1
271.16,True,10,Casa,19,1
726.6,True,20,Casa,17,1
388.99,False,17,Casa,14,0
367.11,True,13,Casa,17,1
183.32,False,11,Departamento,15,0
837.27,False,13,Casa,15,2
418.14,True,6,Casa,19,2
359.89,False,13,Pequeño Comercio,13,0
242.04,True,11,Casa,21,0
318.36,True,8,Casa,19,2
113.17,True,11,Casa,15,0
1081.91,True,17,Casa,17,2
296.57,True,14,Casa,18,0
307.46,True,12,Departamento,19,1
226.52,False,13,Casa,15,0
582.22,True,17,Casa,20,1
641.16,True,19,Casa,22,1
148.3,False,5,Casa,11,0
441.01,True,19,Casa,17,0
670.9,True,12,Casa,17,2
972.62,True,11,Casa,17,2
728.71,False,13,Departamento,15,2
395.47,False,6,Departamento,13,2
459.66,True,13,Casa,21,1
923.94,True,26,Casa,18,1
628.8,True,16,Departamento,21,2
235.83,True,7,Departamento,17,1
957.88,True,20,Casa,22,2
410.66,True,10,Casa,14,2
454.55,False,15,Casa,12,1
317.11,False,11,Casa,16,0
700.16,False,11,Departamento,11,2
803.92,True,15,Departamento,17,2
302.81,True,7,Casa,19,2
784.85,False,17,Casa,13,2
692.67,True,15,Departamento,21,2
422.45,True,13,Departamento,18,1
377.27,False,11,Departamento,20,1
260.69,False,13,Departamento,7,0
458.86,False,14,Departamento,14,1
580.59,False,16,Departamento,21,2
480.88,False,13,Departamento,15,1
267.86,False,11,Departamento,15,0
100.89,True,12,Departamento,15,0
190.87,False,11,Casa,16,0
150.79,True,7,Pequeño Comercio,20,0
604.46,False,24,Departamento,12,0
397.24,True,8,Departamento,22,2
493.63,False,11,Departamento,16,2
365.99,False,14,Casa,23,1
473.66,True,8,Departamento,18,2
1351.67,True,25,Casa,17,2
473.1,True,18,Casa,20,1
486.96,True,15,Casa,22,1
571.37,False,14,Casa,12,2
336.5,True,12,Departamento,22,1
475.29,False,11,Departamento,14,2
294.67,False,11,Casa,12,0
540.2,False,10,Departamento,8,2
205.23,True,7,Departamento,20,1
353.47,False,13,Departamento,7,0
220.32,True,7,Casa,17,1
258.91,False,11,Departamento,8,0
398.65,False,8,Casa,13,2
740.17,False,18,Casa,15,2
75.04,True,4,Casa,17,0
417.65,False,11,Casa,18,2
565.66,False,15,Departamento,10,1
321.99,True,16,Casa,16,0
834.14,False,14,Casa,10,2
1382.19,True,14,Casa,17,2
459.72,False,28,Casa,14,0
245.62,True,8,Casa,18,1
183.64,False,9,Departamento,12,0
571.97,True,10,Casa,20,2
305.43,False,8,Departamento,11,1
1293.61,False,22,Casa,8,2
595.48,True,13,Casa,18,2
363.84,True,15,Casa,16,1
324.98,True,11,Casa,21,1
300.44,False,11,Departamento,9,1
344.54,False,11,Departamento,14,1
387.54,True,11,Casa,20,2
279.04,False,12,Casa,15,0
318.17,False,11,Departamento,8,0
198.75,True,10,Departamento,18,0
579.37,False,12,Departamento,11,2
294.64,False,13,Departamento,19,0
321.68,False,10,Casa,14,1
374.41,False,11,Casa,15,1
287.98,False,16,Casa,6,0
1252.87,True,15,Casa,20,2
538.57,False,15,Casa,14,1
678.02,True,16,Casa,17,2
144.86,True,8,Departamento,18,0
248.92,False,7,Departamento,14,1
259.66,True,8,Departamento,21,1
554.72,False,18,Casa,13,1
1155.56,True,15,Departamento,22,2
1492.37,True,20,Departamento,16,2
268.78,False,11,Casa,12,0
835.46,True,10,Departamento,17,2
1091.09,True,15,Casa,18,2
489.53,True,13,Casa,22,2
367.81,False,15,Casa,17,0
330.62,False,9,Departamento,11,1
216.21,True,13,Casa,19,0
348.45,True,13,Departamento,20,1
264.14,False,17,Casa,15,0
558.42,False,15,Casa,16,1
267.65,True,12,Casa,20,0
1182.97,True,15,Casa,16,2
678.54,True,22,Casa,18,1
159.28,False,8,Casa,11,0
288.36,False,7,Casa,19,2
1296.59,True,32,Departamento,17,2
245.82,False,15,Casa,18,0
511.46,False,15,Departamento,11,1
285.95,True,12,Casa,19,1
186.65,False,10,Departamento,17,0
848.81,True,12,Casa,16,2
233.36,True,9,Casa,17,0
455.75,True,15,Casa,17,1
256.9,True,12,Casa,21,0
246.98,False,11,Departamento,10,0
275.62,False,13,Departamento,14,0
389.94,False,11,Departamento,15,1
227.29,True,14,Departamento,17,0
877.9,True,10,Casa,19,2
149.17,False,8,Casa,19,0
1116.45,True,17,Casa,19,2
682.32,False,15,Departamento,12,1
230.84,False,12,Departamento,4,0
652.25,True,14,Departamento,16,2
110.22,True,10,Departamento,18,0
421.33,True,14,Casa,18,1
352.37,False,12,Departamento,10,0
1041.37,True,21,Casa,19,2
459.06,False,14,Pequeño Comercio,5,0
104.31,False,14,Casa,14,0
712.71,True,13,Departamento,18,2
248.58,False,10,Casa,14,0
473.17,False,19,Casa,18,1
856.86,True,15,Casa,20,2
660.12,True,14,Casa,17,2
156.28,True,8,Casa,20,0
100.98,True,10,Departamento,18,0
248.07,False,12,Casa,12,0
263.93,True,17,Casa,17,0
1146.41,False,14,Casa,16,2
359.71,False,22,Casa,8,0
282.85,True,6,Departamento,18,2
526.08,True,14,Casa,16,1
540.6,False,9,Departamento,12,2
272.88,True,9,Casa,18,1
295.1,False,5,Departamento,23,2
697.91,True,14,Casa,20,2
811.85,True,22,Casa,18,1
502.58,True,19,Casa,23,1
443.46,True,16,Departamento,17,1
392.18,False,6,Casa,12,2
981.72,True,16,Departamento,19,2
338.74,False,10,Casa,11,1
360.4,True,14,Casa,20,1
109.4,False,9,Departamento,12,0
399.74,True,12,Casa,17,1
455.65,False,13,Casa,12,1
108.34,False,4,Casa,23,1
388.63,False,20,Departamento,13,0
442.51,True,8,Departamento,20,2
575.61,True,10,Departamento,19,2
246.28,True,11,Departamento,18,0
413.09,False,16,Pequeño Comercio,18,1
640.15,False,12,Casa,16,2
548.71,False,22,Casa,11,0
732.01,False,24,Casa,5,0
222.98,False,12,Casa,11,0
448.54,False,17,Casa,8,0
324.58,False,16,Casa,9,0
549.52,False,17,Pequeño Comercio,20,1
400.19,True,9,Casa,20,2
237.01,False,10,Departamento,7,0
263.02,False,17,Casa,13,0
198.9,False,12,Departamento,15,0
208.41,False,9,Casa,17,0
323.23,False,11,Departamento,11,0
160.33,False,15,Departamento,9,0
383.14,False,17,Departamento,14,0
152.6,True,6,Departamento,20,1
505.4,False,15,Casa,14,1
813.45,True,10,Casa,17,2
445.9,True,11,Casa,18,2
668.99,False,15,Casa,18,2
359.92,False,16,Departamento,17,0
818.33,True,16,Departamento,16,2
228.27,False,12,Departamento,11,0
1249.61,False,23,Casa,18,2
246.49,True,13,Casa,21,0
557.11,True,29,Casa,17,0
1398.7,True,24,Casa,20,2
550.91,False,14,Departamento,12,1
282.35,False,12,Departamento,5,0
216.1,True,7,Departamento,19,1
1210.07,True,22,Casa,19,2
843.86,True,14,Departamento,17,2
360.91,True,8,Departamento,19,2
399.93,True,8,Casa,20,2
710.56,False,16,Departamento,13,1
192.15,False,8,Departamento,11,0
232.03,False,9,Casa,14,1
632.85,False,19,Casa,19,1
495.5,True,14,Departamento,20,1
513.94,True,14,Casa,20,1
696.4,False,16,Departamento,17,2
840.85,False,17,Casa,12,2
373.58,False,10,Pequeño Comercio,15,1
191.81,False,8,Departamento,18,1
259.95,True,9,Casa,20,1
775.84,True,11,Departamento,17,2
726.92,True,21,Casa,17,1
334.71,True,8,Casa,19,2
285.07,True,19,Departamento,18,0
301.99,False,10,Casa,21,1
380.31,False,9,Casa,17,2
168.37,True,12,Departamento,18,0
511.46,True,12,Casa,18,2
749.87,False,20,Casa,13,1
654.19,True,9,Casa,13,2
177.87,False,11,Departamento,12,0
750.08,False,20,Pequeño Comercio,18,1
182.94,False,6,Casa,21,1
692.37,True,12,Departamento,19,2
328.07,True,14,Casa,21,1
281.47,False,11,Casa,10,0
279.02,False,19,Casa,14,0
549.66,False,16,Casa,16,1
322.13,False,10,Departamento,12,1
132.18,False,7,Departamento,14,0
187.87,False,9,Casa,12,0
347.26,False,11,Casa,15,1
748.46,True,15,Casa,19,2
857.03,True,19,Casa,20,2
1650.28,True,28,Casa,19,2
1042.06,True,23,Casa,19,2
150.18,True,9,Departamento,18,0
212.2,False,5,Departamento,17,1
374.15,True,11,Departamento,17,1
244.22,False,14,Departamento,12,0
634.9,False,26,Casa,13,0
247.45,True,12,Casa,19,0
864.18,False,17,Casa,13,2
258.9,False,16,Departamento,8,0
546.13,False,16,Departamento,12,1
479.55,False,10,Casa,10,1
338.43,False,12,Departamento,9,0
238.71,True,13,Departamento,19,0
586.77,True,26,Casa,16,0
148.25,True,11,Departamento,17,0
415.68,True,7,Departamento,18,2
204.63,True,8,Casa,20,1
547.66,True,7,Casa,16,2
140.11,False,6,Departamento,17,0
148.81,True,8,Departamento,21,0
467.4,False,17,Departamento,17,1
491.2,False,22,Casa,15,1
379.81,True,12,Casa,20,1
1474.3,True,23,Casa,18,2
324.9,True,15,Casa,18,0
498.83,True,20,Pequeño Comercio,19,1
164.89,True,10,Departamento,16,0
627.93,True,17,Casa,18,2
1364.11,False,24,Casa,5,1
665.92,False,17,Departamento,11,1
237.45,True,5,Casa,19,2
692.92,False,14,Casa,16,2
633.05,True,27,Pequeño Comercio,20,1
164.62,False,8,Departamento,16,0
290.62,False,9,Pequeño Comercio,14,1
612.05,False,16,Departamento,17,1
759.73,True,15,Casa,18,2
284.19,True,9,Departamento,20,1
1305.07,True,19,Casa,17,2
181.66,True,9,Casa,21,0
142.8,False,5,Casa,14,1
745.02,False,15,Casa,13,2
800.14,False,19,Casa,16,2
1098.59,False,31,Casa,17,1
280.32,True,10,Departamento,20,1
1271.85,False,19,Casa,12,2
321.49,True,12,Casa,20,1
435.98,False,14,Casa,9,0
539.09,True,20,Pequeño Comercio,18,1
426.98,True,23,Casa,20,0
246.25,True,5,Departamento,19,2
432.26,False,10,Casa,17,2
1433.26,True,23,Casa,19,2
683.05,True,19,Casa,19,1
179.38,True,6,Casa,19,1
334.99,False,19,Casa,21,0
428.07,False,18,Departamento,12,0
250.88,True,10,Departamento,17,0
857.93,False,14,Departamento,17,2
558.66,False,12,Departamento,19,2
284.22,True,13,Casa,21,0
307.7,False,15,Departamento,13,0
362.97,False,14,Departamento,18,1
173.22,True,7,Departamento,16,0
154.23,False,8,Departamento,4,0
204.87,False,6,Departamento,16,1
511.76,True,18,Casa,22,1
371.63,False,15,Casa,9,0
1118.31,True,15,Casa,23,2
668.03,True,9,Casa,17,2
92.21,True,7,Casa,19,0
357.09,True,21,Casa,23,0
454.85,False,15,Casa,11,0
916.92,True,16,Casa,18,2
776.3,False,17,Casa,15,2
636.37,False,14,Departamento,7,1
803.8,True,15,Casa,18,2
78.0,False,6,Departamento,18,0
454.02,True,10,Departamento,21,2
239.83,True,15,Casa,15,0
559.08,False,19,Casa,7,0
483.17,True,22,Casa,22,0
459.51,True,10,Departamento,17,2
983.76,True,18,Departamento,17,2
210.23,False,9,Casa,17,0
705.6,True,18,Casa,23,2
433.83,True,11,Casa,16,1
179.5,False,8,Departamento,10,0
735.2,True,12,Casa,16,2
436.0,True,16,Casa,14,0
489.41,False,15,Pequeño Comercio,20,2
879.61,True,17,Departamento,16,2
381.37,False,17,Casa,15,0
513.54,True,9,Casa,18,2
535.72,False,26,Casa,13,0
483.81,True,20,Casa,16,1
435.89,True,11,Casa,18,2
161.49,True,8,Departamento,16,0
567.57,True,19,Pequeño Comercio,19,1
418.64,True,8,Casa,18,2
363.11,False,11,Casa,11,1
102.44,True,9,Casa,14,0
1104.93,False,14,Casa,14,2
160.98,False,11,Casa,12,0
465.33,True,9,Casa,17,2
125.42,False,10,Departamento,14,0
413.66,False,8,Departamento,16,2
546.81,False,14,Departamento,12,1
893.18,True,17,Casa,16,2
318.96,False,13,Departamento,19,0
702.06,True,11,Departamento,20,2
694.4,True,18,Departamento,16,1
235.11,True,8,Casa,19,1
182.83,True,9,Departamento,15,0
128.72,True,4,Casa,15,1
229.96,False,7,Departamento,16,1
638.67,True,8,Pequeño Comercio,23,2
405.47,False,12,Casa,15,1
609.98,True,14,Casa,20,2
664.54,True,12,Departamento,17,2
301.73,False,13,Casa,17,0
546.56,False,11,Departamento,4,1
275.9,True,8,Casa,18,1
231.72,True,11,Pequeño Comercio,16,0
115.15,True,7,Departamento,18,0
355.65,False,9,Casa,13,1
1248.01,True,25,Departamento,17,2
477.98,False,7,Departamento,9,2
527.06,True,21,Departamento,23,1
173.01,False,8,Departamento,8,0
907.12,True,17,Casa,19,2
778.65,False,17,Departamento,15,2
1393.61,False,21,Casa,14,2
789.47,True,13,Casa,22,2
307.32,True,8,Departamento,20,1
676.21,False,13,Departamento,12,2
252.01,False,22,Casa,8,0
348.05,True,16,Casa,20,0
290.12,True,14,Departamento,16,0
335.45,True,14,Casa,19,0
269.41,True,14,Departamento,16,0
456.51,False,17,Casa,19,1
1271.07,True,19,Casa,18,2
528.1,True,13,Departamento,18,2
448.87,False,16,Casa,12,0
734.0,False,19,Casa,15,1
627.99,True,12,Casa,18,2
357.59,False,16,Departamento,14,0
244.31,True,13,Casa,17,0
264.33,False,16,Casa,15,0
764.0,False,22,Departamento,8,1
568.12,False,15,Casa,12,1
767.15,True,13,Casa,19,2
615.96,False,19,Casa,15,1
384.69,False,15,Pequeño Comercio,11,0
354.3,False,15,Casa,15,1
753.99,True,14,Casa,15,2
774.07,True,16,Casa,16,2
691.71,True,21,Casa,18,1
273.93,False,15,Departamento,17,0
493.69,False,9,Casa,18,2
153.46,False,5,Departamento,14,1
217.41,False,11,Departamento,19,0
299.02,True,8,Pequeño Comercio,23,2
199.48,True,10,Casa,17,0
699.7,True,17,Casa,17,2
1025.62,False,20,Departamento,12,2
392.02,False,15,Casa,12,1
560.11,False,21,Casa,14,1
275.3,False,10,Departamento,10,0
142.88,False,7,Casa,10,0
155.34,False,8,Casa,7,0
358.79,True,8,Departamento,17,2
504.74,True,15,Departamento,19,1
536.86,True,13,Departamento,20,2
558.13,True,17,Departamento,18,1
97.51,False,12,Casa,11,0
113.63,True,7,Departamento,18,0
183.03,False,13,Departamento,9,0
509.15,True,16,Departamento,20,1
296.62,True,11,Casa,13,0
388.87,False,11,Departamento,15,1
522.19,False,18,Departamento,16,1
432.83,True,21,Departamento,17,0
288.53,True,12,Departamento,19,1
142.95,False,5,Departamento,9,0
737.77,True,7,Casa,18,2
272.1,False,9,Departamento,10,1
1313.77,True,17,Casa,18,2
673.37,False,12,Casa,13,2
462.36,True,8,Departamento,17,2
87.76,True,8,Departamento,23,0
493.09,True,20,Departamento,20,1
230.57,False,14,Casa,23,0
305.83,True,12,Departamento,23,1
117.99,False,7,Departamento,10,0
150.8,False,9,Pequeño Comercio,14,0
139.39,True,5,Departamento,19,1
781.26,True,13,Casa,20,2
223.43,True,10,Casa,23,1
215.99,False,13,Casa,13,0
172.35,False,16,Casa,18,0
344.84,True,6,Casa,22,2
162.05,False,14,Departamento,7,0
369.8,True,9,Casa,20,2
460.17,True,16,Casa,18,1
675.69,False,14,Casa,15,2
398.37,False,11,Casa,15,1
352.63,False,9,Casa,21,2
332.63,False,14,Departamento,16,0
841.03,True,23,Casa,20,2
369.06,False,8,Departamento,5,1
1113.53,False,18,Casa,17,2
193.49,False,14,Casa,13,0
201.08,False,8,Casa,19,0
306.05,True,7,Departamento,23,2
464.03,True,13,Departamento,17,1
373.66,True,24,Casa,21,0
289.16,False,13,Departamento,18,0
653.47,True,11,Departamento,21,2
316.71,True,6,Departamento,20,2
980.13,True,19,Casa,18,2
176.78,False,13,Departamento,14,0
705.63,True,13,Casa,17,2
378.07,False,9,Casa,10,1
962.6,True,13,Casa,18,2
350.07,True,10,Departamento,19,2
1079.06,True,19,Casa,18,2
200.29,False,13,Departamento,9,0
503.24,False,10,Casa,14,2
1035.7,True,19,Departamento,19,2
605.64,False,18,Casa,16,1
232.08,True,12,Departamento,18,0
1366.26,True,16,Casa,17,2
900.2,False,18,Casa,7,1
167.04,False,15,Casa,18,0
792.86,True,13,Departamento,15,2
593.33,False,14,Casa,13,2
387.75,True,10,Departamento,19,2
162.5,True,11,Departamento,22,0
427.14,False,12,Casa,16,1
276.73,True,9,Departamento,18,1
562.81,True,20,Casa,21,1
397.94,True,12,Casa,16,1
467.14,True,9,Casa,20,2
215.91,True,11,Casa,23,0
342.53,True,11,Casa,17,1
400.43,True,13,Departamento,19,1
1235.84,False,24,Casa,17,2
263.91,True,18,Casa,18,0
243.68,True,12,Departamento,22,0
388.41,False,21,Casa,10,0
337.18,True,6,Casa,15,2
329.26,True,10,Casa,18,1
93.65,True,7,Casa,20,0
411.79,True,16,Casa,13,0
266.32,False,11,Casa,21,1
408.39,True,11,Departamento,18,1
257.11,True,16,Departamento,18,0
493.38,True,11,Departamento,19,2
110.55,False,7,Casa,19,0
205.83,False,7,Departamento,13,1
256.4,False,11,Departamento,15,0
220.94,False,13,Casa,8,0
801.02,True,14,Departamento,19,2
96.28,False,8,Departamento,14,0
253.29,True,14,Departamento,18,0
987.75,False,21,Departamento,12,2
367.71,True,11,Departamento,17,1
683.62,True,21,Casa,21,1
678.36,True,8,Departamento,18,2
432.99,False,9,Casa,11,1
207.37,False,8,Casa,17,0
199.03,False,8,Departamento,10,0
1212.14,False,21,Pequeño Comercio,13,2
611.76,True,18,Casa,20,1
636.16,False,17,Casa,10,1
267.48,True,14,Departamento,21,0
1006.56,True,18,Casa,18,2
176.0,True,8,Departamento,17,0
384.35,True,15,Casa,19,1
257.8,False,9,Departamento,18,1
306.85,False,9,Departamento,17,1
431.12,False,12,Departamento,10,1
301.78,False,16,Casa,15,0
258.82,False,20,Casa,14,0
569.76,True,15,Casa,19,2
210.72,False,9,Departamento,13,0
1198.59,True,15,Casa,17,2
184.35,False,8,Departamento,14,0
469.55,False,15,Casa,16,1
518.93,True,15,Casa,16,1
900.16,True,17,Casa,20,2
165.37,False,12,Departamento,11,0
261.82,False,8,Pequeño Comercio,23,2
1127.93,False,12,Casa,19,2
303.65,False,7,Departamento,14,1
835.72,False,13,Casa,17,2
459.4,True,13,Departamento,18,1
1046.19,False,18,Casa,16,2
229.12,True,14,Departamento,17,0
730.45,True,9,Departamento,17,2
751.86,True,11,Casa,19,2
189.61,False,11,Casa,14,0
817.73,False,18,Casa,14,1
1254.98,True,15,Casa,16,2
141.67,True,7,Departamento,18,0
151.41,False,8,Casa,10,0
742.48,False,14,Casa,17,2
1219.91,True,19,Casa,20,2
277.28,True,13,Casa,18,0
328.69,False,15,Departamento,15,0
348.62,False,8,Departamento,14,2
848.01,True,21,Casa,17,2
371.65,False,14,Departamento,9,0
916.46,True,16,Departamento,23,2
680.9,False,26,Casa,11,0
1130.9,True,10,Casa,19,2
151.88,False,10,Casa,12,0
160.63,True,10,Casa,18,0
511.0,True,10,Casa,19,2
131.95,False,3,Casa,9,1
287.58,False,10,Casa,12,1
225.73,True,11,Casa,20,0
416.83,False,11,Casa,16,1
378.76,True,10,Casa,15,1
168.3,False,10,Departamento,14,0
1102.32,False,21,Departamento,13,2
472.72,True,10,Departamento,17,2
795.49,True,16,Casa,20,2
774.67,False,15,Casa,17,2
660.96,True,19,Departamento,19,2
1258.95,False,16,Casa,8,2
676.86,False,13,Casa,12,2
315.13,True,7,Casa,19,2
1191.755128000399,True,9,Casa,21,0
871.3,True,20,Pequeño Comercio,18,2
181.73,True,14,Casa,16,0
295.34,False,11,Departamento,8,0
187.49,False,7,Departamento,15,1
563.04,True,12,Departamento,23,2
252.66,False,9,Casa,15,1
1157.18,False,22,Departamento,17,2
371.47,True,12,Departamento,22,1
1053.09,True,22,Casa,19,2
189.03,False,9,Departamento,7,0
240.65,True,15,Departamento,19,0
656.12,True,7,Casa,16,2
357.21,True,14,Casa,16,0
316.47,False,20,Casa,15,0
342.16,True,14,Casa,17,0
418.84,False,10,Departamento,13,1
655.39,True,15,Casa,17,2
226.58,True,12,Departamento,19,0
459.35,True,14,Departamento,19,1
447.66,True,9,Casa,22,2
496.17,True,22,Casa,19,1
260.6,True,17,Casa,20,0
107.18,False,10,Departamento,22,0
970.46,False,23,Casa,11,1
570.33,False,23,Pequeño Comercio,9,0
234.09,True,9,Casa,21,1
1208.92,True,27,Casa,19,2
108.35,True,12,Departamento,20,0
766.12,False,15,Casa,14,2
309.3,False,13,Casa,10,0
571.56,True,13,Departamento,21,2
143.16,False,8,Casa,15,0
222.19,False,18,Departamento,18,0
292.18,False,10,Casa,12,0
1076.21,True,16,Casa,15,2
298.89,True,4,Casa,21,2
388.39,True,10,Departamento,20,2
365.66,True,16,Departamento,21,1
505.17,False,16,Casa,12,1
150.92,False,8,Departamento,6,0
942.14,True,13,Casa,19,2
534.55,True,20,Casa,18,1
155.26,False,8,Casa,12,0
257.43,True,11,Departamento,16,0
778.2,False,12,Casa,10,2
711.93,False,20,Casa,16,1
815.28,False,14,Casa,23,2
203.69,True,12,Casa,23,0
668.68,True,16,Casa,20,2
729.76,False,12,Casa,10,2
1231.59,False,14,Departamento,21,2
269.49,False,14,Casa,12,0
1147.54,True,13,Casa,22,2
733.55,False,18,Casa,15,1
739.67,False,13,Casa,14,2
208.0,True,10,Casa,17,0
624.29,True,11,Casa,19,2
408.54,False,10,Departamento,12,1
772.59,False,16,Casa,17,2
487.62,False,12,Departamento,19,2
741.76,True,21,Casa,17,1
651.83,False,13,Casa,6,1
253.11,False,7,Departamento,20,2
237.98,False,11,Casa,15,0
394.1,False,15,Departamento,13,0
679.18,False,13,Departamento,14,2
508.28,False,12,Casa,15,2
591.21,True,20,Departamento,15,1
286.75,False,10,Departamento,19,1
503.34,True,15,Departamento,20,1
266.84,True,11,Departamento,20,0
1315.85,True,11,Departamento,19,2
160.98,False,5,Departamento,22,1
284.19,True,5,Casa,18,2
320.29,False,10,Casa,15,1
257.12,False,12,Casa,13,0
425.95,True,9,Departamento,15,2
225.94,True,14,Departamento,17,0
87.24,False,9,Casa,10,0
255.93,False,13,Casa,19,0
642.2,True,12,Departamento,19,2
272.4,False,12,Casa,15,0
207.68,False,6,Casa,14,1
75.26,False,4,Departamento,2,0
312.4,True,9,Casa,18,1
576.49,True,10,Casa,20,2
1029.16,False,17,Casa,12,2
395.28,True,14,Casa,17,1
561.34,False,14,Departamento,12,1
518.49,False,12,Departamento,12,2
531.9,False,17,Casa,10,0
266.47,True,6,Departamento,21,2
210.6,False,9,Casa,7,0
923.05,False,18,Casa,14,2
226.69,False,11,Casa,13,0
312.6,True,12,Departamento,17,0
192.37,False,10,Departamento,10,0
585.2,True,20,Casa,20,1
596.72,False,16,Casa,21,2
408.86,True,8,Departamento,19,2
564.12,False,17,Casa,12,1
181.12,False,8,Casa,7,0
820.51,False,14,Casa,13,2
342.6,False,28,Casa,14,0
139.71,False,10,Departamento,13,0
198.14,True,13,Casa,16,0
122.49,False,8,Departamento,11,0
594.1,True,22,Casa,22,1
289.91,False,9,Casa,8,0
175.05,True,8,Departamento,17,0
681.65,False,17,Casa,16,1
438.83,True,20,Casa,20,0
300.88,False,11,Departamento,22,1
648.1,True,13,Departamento,19,2
471.61,True,12,Casa,18,2
452.74,True,18,Casa,16,0
343.96,True,12,Departamento,17,1
211.86,False,10,Departamento,11,0
267.0,False,11,Departamento,11,0
613.49,True,14,Departamento,21,2
439.19,False,10,Casa,14,2
606.67,False,12,Casa,13,2
297.77,True,13,Casa,17,0
303.37,False,12,Departamento,14,0
819.19,True,10,Departamento,16,2
660.34,True,15,Casa,18,2
333.42,False,12,Departamento,12,1
766.28,False,20,Pequeño Comercio,16,2
423.75,True,20,Departamento,21,0
415.44,True,13,Departamento,21,1
180.28,True,9,Departamento,16,0
841.92,False,14,Pequeño Comercio,14,2
419.42,True,11,Departamento,18,1
576.63,False,16,Departamento,9,1
922.08,False,12,Casa,8,2
198.89,True,7,Casa,16,1
527.46,False,14,Departamento,17,2
510.27,False,13,Casa,7,1
837.91,False,19,Casa,22,2
576.2,True,15,Casa,22,2
315.28,False,11,Casa,12,0
283.27,True,10,Departamento,16,1
571.06,True,11,Departamento,18,2
