id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,categoria
1163,Departamento,66.6,1,2,30.0,Poor,D,False,1,True,22.3,1362.11,2,1,0,2,1,1,7,True,Eléctrica,LED,57.6,Verano,25.9,1043.27,True,15,Inefficient
1164,Casa,140.5,4,2,21.0,Good,A,False,5,False,14.6,1731.52,0,2,0,4,1,1,8,True,Eléctrica,Mixta,61.2,Verano,26.9,586.94,True,18,Efficient
1165,Casa,137.2,3,1,37.0,Good,C,True,4,True,16.3,1104.32,3,1,2,4,1,0,11,True,Gas,Mixta,69.7,Primavera,22.1,366.22,True,22,Efficient
1166,Departamento,95.1,4,2,25.0,Good,E,False,3,False,13.2,2512.78,3,1,1,2,1,0,8,True,Eléctrica,Incandescente,83.5,Verano,32.2,768.17,True,19,Inefficient
1167,Departamento,45.5,1,1,20.0,Good,D,False,1,False,10.7,497.64,2,1,0,0,1,0,4,True,Eléctrica,Mixta,60.5,Invierno,6.9,265.0,True,17,Inefficient
1168,Departamento,60.3,1,1,42.0,Excellent,B,False,1,False,13.1,2728.98,0,1,0,2,1,0,4,False,Ninguna,Mixta,71.8,Invierno,8.9,246.88,True,16,Efficient
1169,Departamento,78.0,2,1,7.0,Poor,A,False,1,False,12.4,997.21,0,1,1,0,1,0,3,True,Eléctrica,LED,79.8,Invierno,7.0,306.4,True,19,Moderate
1170,Departamento,85.4,1,1,37.0,Good,E,False,1,True,24.0,1138.27,1,1,0,1,1,0,4,False,Ninguna,Mixta,73.7,Verano,29.4,565.98,True,19,Inefficient
1171,Departamento,30.3,1,1,61.0,Poor,E,False,2,True,14.1,374.9,0,2,0,4,1,0,7,True,Gas,Incandescente,52.5,Invierno,11.3,298.23,True,22,Inefficient
1172,Casa,101.9,3,1,32.0,Excellent,E,False,2,False,9.2,1811.84,2,1,2,3,1,0,9,True,Gas,Mixta,60.1,Verano,28.0,338.46,True,17,Moderate
1173,Casa,154.4,3,1,38.0,Excellent,C,True,3,False,10.3,3739.87,5,2,0,4,1,0,12,True,Gas,LED,71.1,Verano,28.2,2799.1514837655022,True,14,Efficient
1174,Departamento,47.8,3,1,28.0,Poor,A,False,7,False,13.5,564.91,1,1,7,9,1,0,19,True,Eléctrica,Mixta,53.4,Verano,29.2,489.9,True,18,Moderate
1175,Casa,649.1213672718736,1,2,16.0,Average,E,False,3,False,12.8,878.2,1,1,0,2,1,0,5,True,Eléctrica,LED,81.3,Primavera,13.2,283.34,True,16,Moderate
1176,Departamento,35.6,1,2,8.0,Good,A,False,1,False,8.0,534.28,1,1,1,0,1,0,4,True,Eléctrica,LED,77.8,Otoño,20.2,81.75,True,18,Efficient
1177,Departamento,63.6,2,1,26.0,Poor,C,False,1,False,8.0,393.73,0,1,2,1,1,0,5,True,Eléctrica,Incandescente,60.9,Primavera,19.5,241.96,True,16,Inefficient
1178,Casa,127.5,2,2,28.0,Average,A,False,2,True,19.9,2268.49,3,2,2,1,1,1,10,True,Eléctrica,LED,62.8,Otoño,15.4,558.34,True,20,Moderate
1179,Departamento,54.0,2,2,12.0,Excellent,A,False,3,False,14.0,1232.38,2,1,3,1,1,0,8,True,Eléctrica,Mixta,76.2,Otoño,12.1,299.14,True,18,Efficient
1180,Casa,122.0,5,1,38.0,Excellent,C,False,4,False,10.0,3895.52,2,1,3,5,1,0,12,False,Ninguna,Incandescente,54.3,Primavera,21.2,685.46,True,20,Moderate
1181,Departamento,66.3,3,3,28.0,Excellent,B,False,2,True,23.5,1132.24,0,1,1,2,1,0,5,False,Ninguna,LED,69.7,Invierno,-0.4,301.2,True,20,Efficient
1182,Pequeño Comercio,76.4,2,1,15.0,Good,A,False,2,False,14.0,1517.47,0,2,0,2,0,0,4,True,Eléctrica,Mixta,64.2,Invierno,3.6,309.97,True,15,Efficient
1183,Casa,67.2,3,3,19.0,Good,B,False,4,False,10.2,1065.82,2,2,4,0,1,0,9,True,Eléctrica,Mixta,77.8,Primavera,23.0,320.62,True,19,Efficient
1184,Pequeño Comercio,42.0,3,3,33.0,Poor,E,False,5,False,11.0,300.24,2,2,2,7,0,0,13,True,Gas,Incandescente,72.5,Primavera,21.2,597.94,True,16,Inefficient
1185,Casa,112.1,2,1,11.0,Excellent,A,False,1,True,23.4,1829.29,0,1,0,4,1,1,7,True,Eléctrica,Incandescente,87.8,Verano,28.4,906.47,True,18,Moderate
1187,Departamento,55.9,2,1,47.0,Good,D,False,2,True,23.3,2254.88,1,2,3,1,1,0,8,False,Ninguna,Mixta,55.1,Invierno,11.3,598.43,True,20,Moderate
1188,Departamento,64.5,3,1,11.0,Good,C,False,3,False,14.2,859.02,2,1,2,2,1,0,8,True,Eléctrica,Mixta,94.6,Verano,18.3,579.58,True,21,Efficient
1189,Casa,99.9,4,3,26.0,Excellent,C,False,3,False,14.3,2085.33,2,2,2,1,1,0,8,True,Eléctrica,Mixta,77.9,Primavera,17.6,400.76,True,19,Efficient
1190,Pequeño Comercio,111.0,2,2,54.0,Good,B,False,2,False,13.7,1031.08,3,2,3,2,0,0,10,True,Gas,Mixta,45.4,Primavera,16.3,480.92,True,19,Moderate
1191,Casa,147.4,4,1,28.0,Poor,B,False,5,True,20.5,4001.88,1,1,0,7,1,0,10,True,Gas,Mixta,55.9,Invierno,8.9,989.89,True,18,Inefficient
1192,Departamento,50.2,2,3,23.0,Poor,A,False,1,False,12.2,1492.75,0,1,0,0,1,0,2,True,Eléctrica,LED,61.8,Invierno,8.9,410.12,True,18,Inefficient
1193,Casa,86.9,4,1,28.0,Excellent,D,False,1,True,15.1,575.6,1,1,1,3,1,0,7,True,Eléctrica,LED,60.1,Otoño,17.2,227.55,True,20,Efficient
1194,Departamento,56.7,2,4,12.0,Good,D,False,4,False,9.8,470.13,0,1,3,3,1,0,8,True,Eléctrica,LED,85.1,Invierno,7.4,382.83,True,18,Efficient
1195,Departamento,122.2,3,1,27.0,Average,A,False,4,False,13.8,3245.61,3,1,4,6,1,0,15,True,Eléctrica,Mixta,85.2,Invierno,6.0,450.93,True,18,Moderate
1196,Departamento,72.3,2,2,41.0,Poor,B,False,2,True,21.6,1794.92,0,1,1,2,1,0,5,True,Gas,LED,57.7,Verano,28.1,391.35,True,16,Moderate
1197,Departamento,71.0,2,3,17.0,Poor,A,False,2,False,14.6,1830.13,1,2,2,2,1,1,9,True,Eléctrica,Incandescente,86.0,Verano,28.9,650.19,True,18,Moderate
1198,Departamento,55.8,4,4,5.0,Excellent,A,False,5,False,12.6,290.85,0,2,5,2,1,0,10,True,Eléctrica,LED,64.6,Otoño,19.9,325.82,True,19,Efficient
1199,Pequeño Comercio,132.0,1,1,50.0,Excellent,E,False,1,False,8.0,2128.59,2,2,0,2,0,0,6,True,Gas,LED,40.1,Verano,27.1,178.72,True,19,Moderate
1200,Departamento,69.9,1,1,12.0,Good,B,False,2,True,16.5,587.66,1,1,8,3,1,0,14,True,Eléctrica,Incandescente,63.0,Invierno,10.9,1086.91,True,19,Inefficient
1201,Casa,68.5,1,2,43.0,Poor,A,False,2,False,13.4,1230.98,0,1,2,1,1,0,5,True,Gas,Mixta,62.3,Verano,31.1,350.71,True,18,Moderate
1202,Casa,83.3,2,2,12.0,Average,C,False,2,False,13.3,2006.21,2,2,2,3,1,1,11,True,Eléctrica,Mixta,86.1,Invierno,9.1,536.66,True,18,Inefficient
1203,Casa,159.2,7,2,3.0,Excellent,A,False,8,False,12.9,3320.25,2,1,7,8,1,0,19,False,Ninguna,LED,66.0,Invierno,7.5,700.96,True,17,Efficient
1204,Departamento,77.8,4,3,36.0,Poor,E,False,2,True,18.4,408.45,0,1,4,2,1,0,8,True,Gas,LED,61.0,Primavera,19.5,371.19,True,17,Moderate
1205,Casa,182.0,2,2,40.0,Average,B,False,1,False,8.0,3552.06,3,1,1,2,1,1,9,True,Gas,Incandescente,60.7,Verano,31.1,660.55,True,19,Inefficient
1206,Departamento,42.1,1,1,43.0,Average,E,False,3,True,21.1,604.61,0,1,5,3,1,0,10,True,Gas,LED,57.8,Verano,29.4,302.14,True,18,Moderate
1207,Casa,109.0,1,1,32.0,Good,D,False,1,False,12.3,723.84,0,1,1,1,1,0,4,True,Gas,LED,78.6,Invierno,7.2,202.2,True,20,Efficient
1208,Departamento,81.8,3,3,12.0,Excellent,D,False,4,False,8.2,999.42,1,1,3,4,1,0,10,True,Eléctrica,LED,72.9,Verano,29.0,194.55,True,18,Efficient
1209,Departamento,72.1,3,1,55.0,Good,C,False,3,True,24.0,1012.77,0,2,5,5,1,0,13,True,Gas,LED,49.5,Otoño,12.7,551.2,True,20,Moderate
1210,Casa,91.7,1,1,47.0,Poor,C,False,2,False,8.6,1330.21,0,2,3,2,1,0,8,True,Gas,Incandescente,66.6,Otoño,15.7,404.13,True,18,Inefficient
1211,Casa,121.5,4,3,43.0,Poor,B,False,5,False,13.7,1156.2,0,1,2,8,1,1,13,True,Gas,Mixta,49.4,Primavera,19.0,575.79,True,22,Inefficient
1212,Casa,61.6,2,1,45.0,Poor,E,False,3,False,13.7,713.91,0,2,4,2,1,0,9,False,Ninguna,Mixta,52.2,Otoño,15.9,330.6,True,16,Inefficient
1213,Departamento,90.7,3,2,6.0,Excellent,A,False,5,True,20.4,1717.8,1,1,1,9,1,0,13,False,Ninguna,LED,81.5,Otoño,17.7,656.97,True,18,Efficient
1214,Departamento,74.9,1,1,67.0,Poor,E,False,2,False,13.6,828.97,1,1,2,4,1,0,9,True,Gas,LED,46.9,Invierno,8.7,326.13,True,21,Inefficient
1215,Departamento,71.6,3,3,58.0,Average,E,False,3,True,23.6,995.67,0,1,2,2,1,0,6,True,Gas,LED,47.3,Otoño,19.3,523.62,True,18,Moderate
1216,Casa,65.5,2,3,77.0,Poor,C,False,3,False,11.2,750.2,1,1,2,3,1,0,8,True,Gas,Mixta,28.1,Invierno,8.4,292.78,True,19,Moderate
1217,Casa,68.4,4,1,46.0,Poor,E,False,3,False,12.0,1379.53,0,1,3,1,1,0,6,True,Gas,LED,46.2,Primavera,22.0,301.49,True,18,Moderate
1218,Casa,148.8,8,5,13.0,Good,E,True,8,False,12.4,4036.84,3,1,6,4,1,0,15,False,Ninguna,Mixta,57.3,Invierno,9.1,552.58,True,17,Efficient
1219,Departamento,96.7,2,2,62.0,Poor,E,False,3,False,13.3,3352.02,3,2,2,1,1,0,9,False,Ninguna,Mixta,58.8,Otoño,17.7,396.64,True,22,Inefficient
1220,Departamento,49.5,1,1,21.0,Average,A,False,3,True,17.7,557.01,1,2,0,2,1,0,6,True,Eléctrica,LED,73.9,Invierno,17.0,476.03,True,23,Efficient
1221,Casa,104.1,2,1,35.0,Poor,B,False,1,False,13.6,1330.21,0,1,0,1,1,0,3,False,Ninguna,Incandescente,44.7,Verano,27.7,466.89,True,20,Inefficient
1222,Casa,98.8,4,3,52.0,Poor,A,False,5,False,13.9,876.29,1,2,2,7,1,0,13,True,Gas,Mixta,69.3,Invierno,8.1,591.31,True,18,Moderate
1223,Departamento,71.8,4,1,45.0,Poor,D,False,6,False,13.9,1330.21,1,2,3,5,1,1,13,True,Gas,Mixta,73.6,Otoño,10.3,628.96,True,18,Moderate
1224,Casa,183.2,6,4,23.0,Good,C,False,2,False,14.4,3991.55,3,1,1,1,1,0,7,True,Eléctrica,Mixta,69.9,Primavera,19.2,467.75,True,20,Moderate
1225,Casa,120.0,4,1,19.0,Excellent,C,False,8,False,8.0,1803.31,2,2,8,6,1,0,19,True,Eléctrica,Mixta,73.1,Primavera,20.4,480.95,True,16,Efficient
1226,Casa,102.9,4,3,40.0,Average,B,False,3,False,11.3,1383.38,0,1,1,0,1,0,3,True,Gas,Mixta,75.7,Primavera,17.8,354.19,True,16,Moderate
1227,Departamento,54.1,4,2,8.0,Average,C,False,1,False,8.0,529.32,1,1,0,0,1,0,3,False,Ninguna,Mixta,77.7,Primavera,16.9,81.13,True,19,Moderate
1228,Departamento,58.1,2,4,37.0,Excellent,B,False,1,True,21.0,572.2,4,1,1,2,1,0,9,True,Gas,Mixta,62.3,Verano,32.4,1206.64,True,18,Moderate
1229,Casa,110.0,3,2,31.0,Excellent,A,False,6,False,8.0,1398.95,1,1,6,4,1,0,13,True,Gas,LED,66.5,Invierno,10.3,281.66,True,20,Efficient
1230,Departamento,49.9,2,2,60.0,Poor,C,False,3,True,20.6,238.05,0,1,1,3,1,0,6,True,Gas,Mixta,71.3,Verano,28.8,513.71,True,19,Inefficient
1231,Departamento,48.9,3,1,40.0,Poor,B,False,2,True,21.6,864.0,1,1,0,1,1,0,4,False,Ninguna,Mixta,53.4,Invierno,7.6,355.59,True,21,Moderate
1232,Casa,80.8,3,1,28.0,Excellent,C,False,1,True,23.9,643.19,0,1,1,2,1,0,5,True,Eléctrica,Mixta,73.0,Otoño,12.4,358.3,True,19,Moderate
1233,Casa,52.4,1,1,28.0,Poor,A,True,1,True,19.5,528.3,0,1,1,2,1,0,5,True,Gas,Mixta,58.8,Primavera,23.8,270.5,True,19,Moderate
1234,Departamento,84.1,2,2,43.0,Excellent,C,False,2,True,18.8,2342.78,3,1,0,1,1,1,7,False,Ninguna,Mixta,75.3,Otoño,16.6,509.1,True,21,Efficient
1235,Departamento,37.1,2,1,68.0,Poor,E,False,1,False,12.7,128.21,0,1,2,0,1,0,4,False,Ninguna,Mixta,53.8,Verano,26.7,142.8,True,14,Inefficient
1236,Departamento,73.1,2,1,16.0,Excellent,C,False,1,False,9.5,1339.98,1,1,0,2,1,0,5,True,Eléctrica,Mixta,87.6,Verano,23.7,240.5,True,20,Efficient
1237,Departamento,44.3,1,1,33.0,Poor,C,False,2,False,9.7,604.0,0,1,2,1,1,0,5,True,Gas,Mixta,49.8,Otoño,16.5,184.79,True,18,Inefficient
1238,Casa,200.1,8,4,16.0,Excellent,C,False,7,True,18.8,3108.25,5,1,3,5,1,1,16,True,Eléctrica,Incandescente,89.5,Invierno,2.3,979.51,True,20,Efficient
1239,Departamento,74.8,1,1,22.0,Excellent,D,False,2,False,11.7,1250.51,1,1,0,0,1,0,3,True,Eléctrica,LED,66.7,Otoño,14.7,138.35,True,20,Efficient
1240,Casa,91.6,2,1,20.0,Poor,B,False,4,False,11.0,1786.95,2,1,1,3,1,0,8,True,Eléctrica,Incandescente,80.3,Verano,29.1,613.95,True,14,Moderate
1241,Departamento,62.4,3,4,63.0,Poor,E,False,1,True,22.4,383.62,1,1,0,2,1,0,5,False,Ninguna,Incandescente,58.4,Primavera,18.9,662.48,True,19,Inefficient
1242,Departamento,109.9,1,1,9.0,Good,C,False,1,False,12.1,2171.36,0,1,1,3,1,0,6,False,Ninguna,LED,65.1,Primavera,15.0,195.77,True,21,Moderate
1243,Casa,242.3,7,2,50.0,Average,D,False,2,False,12.6,1492.37,3,1,0,0,1,0,5,True,Gas,Mixta,46.9,Otoño,15.7,316.06,True,17,Moderate
1244,Casa,206.2,2,3,39.0,Good,E,False,1,False,12.5,1499.15,2,1,2,0,1,0,6,True,Gas,LED,52.9,Otoño,14.7,458.49,True,22,Inefficient
1245,Casa,1032.8065858540494,1,4,23.0,Average,A,False,1,True,21.4,1762.15,0,1,0,2,1,1,5,True,Eléctrica,Mixta,74.4,Invierno,13.1,726.47,True,20,Inefficient
1246,Casa,200.5,5,2,18.0,Good,C,False,4,False,11.3,1315.27,0,1,2,1,1,0,5,True,Eléctrica,LED,68.9,Otoño,19.3,311.15,True,21,Efficient
1247,Departamento,75.1,4,1,35.0,Average,B,False,4,False,9.1,814.78,1,1,1,1,1,0,5,True,Gas,Incandescente,66.7,Primavera,19.1,357.8,True,19,Moderate
1248,Casa,69.9,3,2,10.0,Good,A,False,3,False,12.0,1330.21,0,1,2,1,1,0,5,True,Eléctrica,Incandescente,66.3,Invierno,8.1,518.86,True,21,Moderate
1249,Departamento,79.1,5,1,28.0,Poor,E,False,5,True,17.6,2201.27,1,2,4,2,1,1,11,True,Eléctrica,Mixta,78.2,Verano,30.9,748.45,True,19,Inefficient
1250,Casa,69.6,1,1,76.0,Average,D,False,1,True,21.6,779.9,1,1,2,2,1,0,7,True,Gas,Incandescente,51.4,Verano,26.9,719.78,True,20,Inefficient
1251,Casa,97.7,4,4,2.0,Excellent,A,False,5,False,10.4,323.43,1,2,3,2,1,0,9,True,Eléctrica,LED,78.3,Verano,23.2,301.35,True,19,Efficient
1252,Departamento,58.5,1,1,44.0,Poor,C,False,1,True,23.0,375.05,0,1,2,4,1,0,8,True,Gas,Mixta,62.9,Primavera,19.4,559.35,True,16,Inefficient
1253,Casa,108.0,3,3,16.0,Poor,B,False,8,False,13.8,425.29,0,2,7,7,1,0,17,False,Ninguna,Mixta,96.3,Invierno,6.5,798.43,True,15,Moderate
1254,Casa,144.9,8,3,16.0,Good,E,True,5,False,12.7,1516.13,2,1,6,6,1,0,16,True,Eléctrica,Mixta,55.2,Verano,28.1,413.12,True,19,Moderate
1255,Departamento,112.5,3,1,37.0,Good,E,False,1,True,17.0,697.05,0,1,0,1,1,0,3,True,Gas,Mixta,87.1,Otoño,14.1,139.61,True,18,Moderate
1256,Departamento,125.4,1,2,27.0,Excellent,E,True,1,False,12.3,2158.18,2,1,1,0,1,0,5,True,Eléctrica,Mixta,70.8,Primavera,23.5,153.05,True,18,Efficient
1257,Casa,132.8,4,2,17.0,Good,B,True,5,True,18.6,3261.06,4,2,1,5,1,0,13,True,Eléctrica,Mixta,67.9,Verano,29.5,921.09,True,19,Efficient
1258,Departamento,76.7,3,2,31.0,Good,E,False,1,True,20.6,1465.63,1,1,1,1,1,0,5,True,Gas,Mixta,62.5,Invierno,13.6,424.09,True,19,Inefficient
1259,Departamento,105.0,5,2,9.0,Excellent,A,False,8,False,16.9,1708.39,0,1,4,10,1,0,16,True,Eléctrica,LED,80.4,Invierno,12.4,785.87,True,17,Efficient
1260,Departamento,71.8,1,1,28.0,Poor,E,False,1,False,9.0,1627.05,1,1,0,2,1,0,5,True,Gas,Incandescente,49.2,Primavera,17.2,412.66,True,17,Inefficient
1261,Casa,290.5,5,1,7.0,Good,C,False,3,False,10.7,9630.04,3,1,2,1,1,0,8,True,Losa Radiante,LED,83.5,Otoño,15.9,364.14,True,16,Efficient
1262,Casa,80.9,2,1,15.0,Good,A,False,1,False,11.9,1456.71,0,1,2,2,1,0,6,True,Eléctrica,Mixta,79.2,Verano,27.4,253.71,True,18,Moderate
1263,Casa,127.1,5,5,38.0,Good,C,False,7,False,11.2,3764.02,1,2,2,8,1,1,15,True,Gas,Mixta,78.3,Otoño,11.4,603.61,True,22,Moderate
1264,Departamento,63.3,2,1,29.0,Average,A,False,2,True,21.2,636.37,0,2,1,5,1,0,9,True,Eléctrica,Mixta,76.5,Invierno,6.8,721.85,True,16,Moderate
1265,Departamento,61.2,1,1,5.0,Good,B,False,1,True,22.1,1330.21,0,1,0,2,1,0,4,True,Eléctrica,LED,67.2,Primavera,19.3,273.06,True,20,Moderate
1266,Pequeño Comercio,55.7,1,5,9.0,Good,B,False,1,False,15.0,1298.74,1,2,0,1,0,0,4,True,Eléctrica,LED,59.8,Invierno,9.9,248.42,True,18,Efficient
1267,Casa,168.5,2,1,11.0,Excellent,B,False,1,False,14.1,864.03,3,2,0,1,1,0,7,False,Ninguna,Incandescente,72.2,Otoño,11.8,562.31,True,20,Moderate
1268,Casa,123.9,4,5,25.0,Good,D,False,5,False,15.8,3504.61,5,2,1,2,1,0,11,True,Eléctrica,Mixta,82.2,Invierno,6.8,1013.0,True,19,Moderate
1269,Casa,267.5,8,5,53.0,Poor,D,False,8,False,15.6,2226.51,4,2,3,4,1,0,14,True,Gas,Mixta,57.6,Primavera,16.1,865.91,True,18,Inefficient
1270,Departamento,85.8,4,3,45.0,Average,C,False,8,False,8.0,988.69,1,2,10,11,1,0,25,False,Ninguna,Mixta,76.5,Verano,28.2,603.92,True,17,Moderate
1271,Departamento,64.5,1,1,32.0,Good,D,False,1,False,12.3,1066.3,1,1,2,1,1,0,6,False,Ninguna,LED,76.4,Otoño,20.4,142.07,True,16,Moderate
1272,Departamento,53.9,4,3,36.0,Poor,E,False,3,False,15.0,577.31,0,1,5,2,1,0,9,True,Gas,Mixta,51.0,Primavera,18.3,447.08,True,21,Inefficient
1273,Casa,106.2,4,1,39.0,Average,D,False,7,False,9.5,2169.96,1,1,8,6,1,0,17,False,Ninguna,LED,66.5,Otoño,14.1,411.77,True,16,Moderate
1274,Departamento,55.7,1,1,60.0,Poor,E,False,1,False,13.7,785.76,1,1,1,2,1,0,6,False,Ninguna,Incandescente,65.7,Primavera,19.0,442.07,True,17,Inefficient
1275,Casa,158.4,5,2,8.0,Good,E,False,3,False,11.6,3250.46,4,2,2,4,1,0,13,True,Eléctrica,LED,84.5,Otoño,12.2,363.15,True,17,Efficient
1276,Casa,166.4,4,5,8.0,Poor,A,False,2,True,24.0,3267.18,5,2,0,3,1,0,11,True,Eléctrica,LED,77.0,Primavera,18.2,610.63,True,18,Moderate
1277,Casa,105.5,1,1,63.0,Excellent,E,False,2,False,8.0,1335.66,2,1,1,2,1,0,7,True,Gas,LED,42.4,Primavera,18.6,160.69,True,18,Moderate
1278,Casa,119.5,2,1,44.0,Poor,B,True,6,False,14.2,794.87,1,2,4,2,1,0,10,True,Gas,Incandescente,67.6,Otoño,12.5,542.59,True,21,Moderate
1279,Casa,183.0,2,2,8.0,Good,B,False,2,True,20.4,5255.77,3,1,1,2,1,0,8,True,Losa Radiante,LED,81.5,Primavera,15.7,588.47,True,19,Efficient
1280,Casa,98.4,4,4,39.0,Average,D,False,5,False,9.5,1866.09,1,1,2,3,1,0,8,True,Gas,Mixta,67.4,Otoño,12.3,222.08,True,18,Moderate
1281,Departamento,79.8,3,2,56.0,Poor,B,False,1,True,22.2,322.69,1,2,4,2,1,0,10,False,Ninguna,Mixta,47.8,Verano,22.6,788.94,True,21,Inefficient
1282,Departamento,77.7,2,1,59.0,Good,A,False,4,True,24.0,3454.03,1,1,1,8,1,0,12,True,Gas,Incandescente,44.5,Invierno,8.8,1344.38,True,18,Moderate
1283,Departamento,107.8,7,1,21.0,Average,E,False,6,True,13.9,4714.3,4,2,2,4,1,0,13,True,Losa Radiante,Mixta,60.1,Verano,27.1,1227.16,True,20,Moderate
1284,Casa,167.0,4,4,26.0,Poor,D,False,3,True,23.0,1234.68,1,2,2,1,1,0,7,True,Eléctrica,LED,69.8,Invierno,1.6,944.62,True,22,Inefficient
1285,Departamento,40.2,1,2,44.0,Excellent,E,False,2,False,12.0,1118.9,0,1,2,1,1,0,5,True,Gas,LED,54.9,Invierno,8.6,135.54,True,19,Efficient
1286,Departamento,62.1,1,1,28.0,Good,A,False,3,False,11.6,2372.15,1,1,1,0,1,0,4,False,Ninguna,Mixta,58.5,Otoño,16.7,302.77,True,19,Efficient
1287,Departamento,51.6,1,1,7.0,Excellent,A,False,2,True,18.5,346.29,0,1,1,1,1,0,4,True,Eléctrica,Mixta,67.3,Otoño,17.0,470.42,True,23,Moderate
1288,Casa,123.5,3,1,72.0,Poor,C,False,3,False,13.9,1006.71,1,1,3,2,1,0,8,True,Gas,Mixta,41.0,Verano,28.3,308.21,True,18,Inefficient
1289,Casa,134.3,4,5,49.0,Average,E,False,5,True,20.5,1327.81,1,1,5,8,1,0,16,True,Gas,Incandescente,38.3,Otoño,17.6,1691.81,True,18,Inefficient
1290,Casa,144.7,4,3,26.0,Excellent,E,False,1,False,9.1,1819.06,0,1,0,0,1,0,2,True,Eléctrica,Mixta,38.0,Otoño,20.4,186.43,True,18,Moderate
1291,Casa,64.0,2,1,33.0,Good,E,False,1,True,20.8,1684.19,4,1,0,2,1,0,8,True,Gas,Mixta,73.3,Otoño,19.2,631.3,True,19,Inefficient
1292,Departamento,51.6,1,1,38.0,Average,E,False,2,False,11.8,588.4,0,1,0,3,1,0,5,False,Ninguna,Mixta,61.3,Invierno,1.5,302.0,True,19,Moderate
1293,Casa,140.7,2,2,52.0,Poor,E,False,3,False,11.9,688.28,0,1,3,2,1,0,7,True,Gas,LED,51.4,Otoño,10.3,292.86,True,19,Moderate
1294,Casa,111.1,4,5,3.0,Good,A,False,8,False,8.0,3656.82,2,2,9,6,1,1,21,True,Eléctrica,Mixta,62.1,Primavera,26.6,415.74,True,19,Moderate
1295,Casa,102.1,4,3,18.0,Good,B,False,6,False,15.6,1472.23,0,1,3,5,1,0,10,True,Eléctrica,Mixta,76.9,Otoño,10.6,808.94,True,18,Efficient
1296,Casa,72.5,5,5,47.0,Good,D,False,4,True,17.5,722.64,1,1,3,8,1,0,14,False,Ninguna,Mixta,84.1,Verano,26.7,818.52,True,17,Moderate
1297,Departamento,63.0,1,1,32.0,Poor,E,False,2,False,13.0,1469.8,2,1,3,0,1,0,7,True,Gas,Mixta,62.8,Invierno,4.6,309.71,True,16,Inefficient
1298,Casa,155.4,1,3,55.0,Excellent,A,False,1,True,18.1,1711.92,1,1,0,1,1,0,4,False,Ninguna,Mixta,59.5,Primavera,19.2,307.09,True,17,Moderate
1299,Casa,84.6,4,1,9.0,Good,A,False,2,False,15.8,1330.21,1,2,1,3,1,0,8,True,Eléctrica,LED,81.3,Primavera,18.8,265.41,True,15,Efficient
1300,Departamento,70.7,1,2,52.0,Poor,B,False,1,True,17.1,600.69,2,1,2,1,1,0,7,False,Ninguna,Mixta,55.1,Primavera,17.1,384.14,True,15,Inefficient
1301,Casa,76.8,1,1,8.0,Excellent,C,False,1,False,13.1,1020.4,1,1,1,1,1,0,5,True,Eléctrica,LED,71.7,Verano,28.9,234.23,True,20,Efficient
1302,Departamento,45.7,1,1,17.0,Good,B,False,2,False,8.0,1414.43,1,1,1,2,1,1,7,True,Eléctrica,Mixta,64.5,Otoño,16.0,199.6,True,19,Efficient
1303,Casa,168.6,8,3,50.0,Good,C,False,5,False,14.8,1330.21,4,2,4,1,1,0,12,True,Gas,Mixta,48.1,Invierno,8.8,705.99,True,22,Moderate
1304,Casa,195.2,3,3,39.0,Poor,E,False,1,True,20.1,3289.66,3,1,0,1,1,1,7,False,Ninguna,Mixta,66.7,Verano,28.4,1394.31,True,14,Inefficient
1305,Casa,156.5,5,5,54.0,Average,E,False,5,False,11.7,1901.02,0,2,3,4,1,0,10,True,Gas,LED,38.6,Primavera,22.6,448.14,True,17,Moderate
1306,Casa,69.5,3,1,8.0,Excellent,B,False,1,False,10.4,1427.95,1,1,0,1,1,0,4,True,Eléctrica,LED,65.0,Invierno,7.0,207.3,True,21,Efficient
1307,Departamento,73.4,2,1,24.0,Poor,C,False,1,False,18.3,1694.34,0,1,0,0,1,1,3,True,Eléctrica,Mixta,60.6,Otoño,9.1,222.84,True,16,Inefficient
1308,Pequeño Comercio,150.4,4,5,51.0,Good,B,False,8,False,10.7,2766.75,3,3,6,8,0,0,20,False,Ninguna,Mixta,52.4,Primavera,21.3,641.44,True,23,Efficient
1309,Departamento,77.8,4,1,18.0,Good,B,False,3,False,8.0,1381.3,2,1,3,3,1,0,10,False,Ninguna,LED,71.3,Otoño,12.7,176.13,True,19,Efficient
1310,Departamento,50.9,1,1,42.0,Excellent,C,False,1,False,14.5,711.04,1,1,2,0,1,0,5,False,Ninguna,LED,45.1,Primavera,13.2,174.51,True,18,Efficient
1311,Departamento,55.1,3,1,28.0,Excellent,E,False,1,False,17.0,462.75,0,1,0,1,1,0,3,True,Eléctrica,LED,89.0,Otoño,13.3,215.55,True,22,Efficient
