id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria
2671,Casa,122.7,1,3,7.0,Excellent,C,False,1,True,14.3,5037.48,2,1,0,2,1,0,13,True,Losa Radiante,Mixta,,Verano,23.9,426.58,True,16,0.132,56.31,54.97,Moderado
2672,Casa,115.1,4,1,20.0,Poor,E,False,2,False,10.8,1319.86,3,1,2,3,1,1,17,True,Eléctrica,LED,87.5,Otoño,17.6,266.17,False,9,0.175,46.58,16.58,Eficiente
2673,Casa,79.6,2,3,15.0,Good,D,False,3,False,12.0,1981.22,0,1,0,1,1,1,7,True,Eléctrica,Incandescente,78.5,Verano,29.6,400.88,True,17,0.215,86.19,96.78,Ineficiente
2674,Casa,142.1,4,5,45.0,Poor,E,False,4,False,11.4,1729.66,0,1,3,1,1,1,13,True,Gas,Incandescente,54.6,Invierno,8.7,653.15,True,17,0.192,125.4,89.33,Ineficiente
2675,Pequeño Comercio,59.2,1,3,24.0,Average,A,False,5,False,12.6,611.93,2,3,2,3,0,0,16,True,Eléctrica,LED,72.5,Otoño,19.7,391.36,True,21,0.184,72.01,42.94,Eficiente
2676,Departamento,58.2,1,1,54.0,Poor,D,False,2,False,14.7,,0,1,1,2,1,0,9,True,Gas,Incandescente,52.5,Verano,25.5,569.31,False,18,0.15,85.4,109.13,Ineficiente
2677,Casa,68.3,2,1,54.0,Poor,E,False,2,True,18.2,777.8,0,2,1,3,1,0,10,True,Gas,Mixta,46.7,Invierno,5.5,366.07,True,18,0.143,52.35,69.74,Ineficiente
2678,Departamento,46.6,4,5,55.0,Excellent,E,False,3,False,14.1,1938.25,1,1,1,5,1,0,15,True,Gas,Incandescente,54.7,Verano,31.3,641.6,False,13,0.164,105.22,62.43,Moderado
2679,Pequeño Comercio,83.9,1,1,14.0,Excellent,B,False,1,False,11.8,1341.05,0,2,2,2,0,0,8,False,Ninguna,Mixta,73.8,Otoño,12.6,222.89,True,18,0.203,45.25,49.53,Moderado
2680,Pequeño Comercio,107.9,6,4,13.0,Excellent,B,False,8,False,11.9,2225.13,1,2,6,10,0,1,30,True,Eléctrica,Mixta,48.5,Invierno,8.2,1074.85,False,11,0.184,197.77,50.21,Moderado
2681,Departamento,52.2,4,1,26.0,Good,C,False,4,False,13.7,406.13,1,1,1,3,1,0,11,True,Eléctrica,LED,83.7,Invierno,8.3,467.83,False,13,0.177,82.81,65.63,Moderado
2682,Departamento,44.8,1,1,18.0,Good,B,False,1,False,9.2,368.37,1,2,1,0,1,0,9,False,Ninguna,Incandescente,64.1,Invierno,10.5,257.59,False,16,0.165,42.5,43.03,Moderado
2683,Casa,86.3,5,2,37.0,Average,C,False,1,False,13.5,1038.1,1,1,1,1,1,0,9,True,Gas,Mixta,67.0,Verano,24.2,314.32,False,11,0.175,55.01,48.97,Moderado
2684,Casa,63.6,2,5,58.0,Poor,C,False,1,True,21.6,1005.92,0,1,0,1,1,0,11,True,Gas,Incandescente,47.2,Invierno,9.9,621.36,False,16,0.218,135.46,92.99,Ineficiente
2685,Casa,169.0,6,3,40.0,Poor,B,False,8,True,21.2,5467.38,4,1,9,4,1,0,24,True,Gas,Incandescente,56.9,Otoño,13.2,1716.34,False,18,0.163,279.76,130.57,Ineficiente
2686,Departamento,36.8,3,1,9.0,Good,B,False,3,False,10.6,694.53,0,1,1,2,1,0,7,False,Ninguna,LED,86.6,Invierno,8.2,166.35,False,14,0.19,31.61,37.21,Eficiente
2687,Departamento,56.5,1,1,38.0,Poor,E,False,3,False,11.9,1125.27,0,1,1,3,1,0,11,True,Gas,LED,51.3,Primavera,22.8,212.39,True,19,0.2,42.48,33.92,Eficiente
2688,Departamento,78.8,3,1,29.0,Poor,A,False,2,True,20.6,844.07,1,1,0,2,1,0,9,True,Eléctrica,Mixta,43.7,Verano,27.3,613.88,True,17,0.22,135.05,119.2,Ineficiente
2689,Departamento,86.3,2,3,51.0,Poor,C,False,3,False,13.4,755.06,0,2,1,3,1,0,9,False,Ninguna,Mixta,64.8,Verano,30.3,331.31,True,19,0.161,53.34,61.57,Moderado
2690,Pequeño Comercio,30.0,1,1,18.0,Excellent,A,False,1,False,17.6,262.93,0,3,1,3,0,0,14,False,Ninguna,LED,61.2,Invierno,8.0,253.46,True,18,0.167,42.33,34.95,Eficiente
2691,Casa,166.7,4,2,26.0,Excellent,C,False,7,False,15.2,1569.48,1,2,3,8,1,0,18,True,Eléctrica,Mixta,58.5,Primavera,22.4,757.95,False,19,0.17,128.85,75.75,Ineficiente
2692,Casa,201.7,6,3,47.0,Average,D,False,8,False,11.3,,3,1,8,6,1,0,24,False,Ninguna,Mixta,52.4,Primavera,21.2,674.77,False,13,0.154,103.91,44.45,Moderado
2693,Departamento,64.6,1,1,47.0,Poor,A,False,1,True,21.9,945.67,0,1,0,3,1,0,12,True,Gas,Mixta,67.7,Otoño,10.0,435.5,False,10,0.199,86.66,50.75,Moderado
2694,Departamento,50.3,2,1,38.0,Average,E,False,4,False,8.6,2380.88,0,1,5,2,1,0,15,True,Gas,Mixta,68.3,Otoño,18.3,324.78,True,17,0.167,54.24,36.7,Eficiente
2695,Casa,112.0,2,1,30.0,Good,E,False,2,False,11.4,2617.36,0,1,4,2,1,0,15,True,Eléctrica,Mixta,54.9,Otoño,13.3,423.76,False,13,0.165,69.92,48.54,Moderado
2696,Casa,126.5,5,3,11.0,Good,D,False,6,False,8.0,2058.27,2,2,3,4,1,0,15,True,Eléctrica,Mixta,75.0,Otoño,11.4,362.84,False,15,0.16,58.05,38.89,Eficiente
2697,Departamento,42.0,1,1,73.0,Poor,E,False,1,False,14.0,662.61,0,1,1,0,1,0,7,True,Gas,Mixta,49.0,Otoño,12.9,251.27,False,13,0.177,44.47,52.53,Moderado
2698,Casa,125.2,4,1,25.0,Excellent,E,False,4,False,11.9,2198.22,1,2,2,2,1,1,15,True,Eléctrica,Mixta,71.2,Primavera,17.9,338.68,True,19,0.183,61.98,38.81,Eficiente
2699,Casa,90.6,3,3,68.0,Average,B,False,1,True,19.9,,0,1,0,2,1,0,11,True,Gas,Mixta,45.6,Primavera,18.1,502.67,True,18,0.193,97.02,84.53,Ineficiente
2700,Departamento,86.1,3,3,,Poor,A,False,1,False,12.8,3149.75,1,1,2,1,1,1,15,True,Gas,Incandescente,42.8,Primavera,19.4,537.99,False,11,0.158,85.0,49.6,Moderado
2701,Departamento,30.0,2,3,57.0,Poor,E,False,2,False,12.1,127.37,0,1,2,0,1,0,7,False,Ninguna,LED,62.6,Invierno,5.7,143.46,True,18,0.202,28.98,36.08,Eficiente
2702,Casa,140.7,3,2,29.0,Good,A,False,4,False,11.7,1991.73,2,2,3,2,1,0,14,True,Eléctrica,Mixta,68.5,Primavera,19.3,404.15,True,16,0.164,66.28,42.03,Eficiente
2703,Casa,163.9,3,3,54.0,Poor,E,False,1,False,10.2,1024.6,1,2,1,0,1,0,12,True,Gas,LED,46.3,Primavera,15.7,235.41,True,18,0.168,39.55,30.87,Eficiente
2704,Casa,108.0,1,2,8.0,Poor,C,True,2,False,9.0,783.51,1,1,1,1,1,0,12,True,Eléctrica,Mixta,72.6,Verano,29.2,219.81,False,13,0.184,40.45,26.65,Eficiente
2705,Casa,102.1,3,1,42.0,Average,D,False,3,True,24.0,586.72,0,1,1,1,1,0,6,True,Gas,Mixta,53.3,Otoño,15.4,331.05,False,18,0.165,54.62,95.64,Ineficiente
2706,Departamento,41.4,2,1,43.0,Average,D,False,1,False,15.5,289.32,0,1,1,0,1,0,8,True,Gas,Mixta,66.4,Otoño,15.0,182.6,False,18,0.178,32.5,42.62,Eficiente
2707,Departamento,50.2,2,1,15.0,Excellent,E,True,4,True,20.8,873.86,0,1,0,4,1,0,13,True,Eléctrica,Mixta,72.2,Primavera,23.9,395.29,True,19,0.186,73.52,56.65,Moderado
2708,Departamento,50.7,2,1,37.0,Excellent,B,False,4,False,9.9,1400.64,0,1,0,2,1,1,10,True,Gas,Incandescente,68.5,Verano,25.7,402.36,False,15,0.139,55.93,67.14,Ineficiente
2709,Casa,186.1,3,1,46.0,Average,E,False,4,False,13.6,2619.32,1,1,2,3,1,1,13,True,Gas,LED,51.4,Primavera,20.3,345.33,False,15,0.173,59.74,44.61,Moderado
2710,Departamento,68.6,3,3,33.0,Excellent,D,False,6,False,9.3,1419.34,0,1,5,6,1,0,20,True,Gas,LED,56.5,Otoño,16.8,329.04,True,18,0.197,64.82,26.92,Eficiente
2711,Casa,89.2,4,3,27.0,Good,A,False,4,True,22.5,1428.75,0,2,3,3,1,0,18,False,Ninguna,LED,80.5,Invierno,6.2,590.86,True,19,0.195,115.22,62.06,Moderado
2712,Casa,132.7,2,5,,Poor,C,False,2,True,23.4,,2,2,2,2,1,0,15,True,Eléctrica,Mixta,58.8,Verano,24.8,913.13,True,19,0.19,173.49,112.04,Ineficiente
2713,Casa,133.0,5,5,54.0,Excellent,C,True,7,False,8.2,587.38,0,1,3,3,1,0,17,True,Gas,Mixta,65.8,Verano,25.6,181.62,True,13,0.189,34.33,17.84,Eficiente
2714,Casa,135.7,1,3,20.0,Average,B,False,1,False,8.8,3426.43,2,1,1,1,1,0,8,True,Eléctrica,Incandescente,69.0,Otoño,11.8,242.1,False,8,0.214,51.81,38.04,Eficiente
2715,Pequeño Comercio,41.8,1,2,29.0,Poor,E,False,1,False,11.2,987.31,3,3,0,2,0,0,12,True,Eléctrica,Incandescente,64.5,Otoño,16.3,375.74,False,11,0.187,70.26,44.93,Moderado
2716,Casa,135.7,1,1,23.0,Excellent,E,False,1,False,12.0,1916.41,5,1,0,0,1,1,13,True,Eléctrica,Incandescente,91.4,Invierno,9.0,459.01,True,20,0.148,67.93,68.24,Ineficiente
2717,Casa,102.8,1,1,12.0,Good,A,False,1,False,13.0,866.03,0,1,2,0,1,0,11,True,Eléctrica,Mixta,92.0,Otoño,13.9,227.47,False,15,0.194,44.13,33.06,Eficiente
2718,Casa,160.9,5,3,35.0,Poor,D,False,4,False,11.9,3586.74,4,2,4,1,1,0,15,True,Gas,Incandescente,66.0,Primavera,21.3,568.32,False,18,0.201,114.23,64.77,Moderado
2719,Casa,186.4,6,3,30.0,Average,C,False,4,False,9.0,4473.41,5,1,3,3,1,0,16,True,Losa Radiante,Mixta,63.9,Verano,26.4,673.25,False,15,0.184,123.88,71.76,Ineficiente
2720,Pequeño Comercio,104.3,1,1,43.0,Poor,E,False,2,False,15.7,834.94,0,2,3,1,0,0,10,False,Ninguna,LED,,Invierno,0.6,210.25,False,15,0.18,37.84,36.09,Eficiente
2721,Casa,58.9,1,1,,Poor,D,False,1,False,9.9,882.97,3,1,0,0,1,1,14,True,Eléctrica,Mixta,72.2,Primavera,18.9,261.44,False,16,0.182,47.58,35.61,Eficiente
2722,Casa,133.9,5,3,16.0,Good,A,False,5,False,10.4,3635.68,3,1,4,3,1,0,17,True,Eléctrica,Incandescente,64.0,Otoño,11.8,645.51,False,15,0.21,135.56,64.58,Moderado
2723,Departamento,40.2,1,1,52.0,Good,D,False,1,False,10.3,199.89,1,1,1,1,1,0,8,True,Gas,Mixta,67.9,Verano,27.2,224.08,True,23,0.185,41.45,54.94,Moderado
2724,Casa,107.1,3,5,59.0,Poor,B,False,4,False,9.9,2345.04,4,2,1,1,1,0,12,True,Gas,Mixta,63.8,Invierno,5.6,324.51,True,20,0.198,64.25,55.92,Moderado
2725,Casa,83.6,1,1,31.0,Excellent,A,False,1,False,12.6,1016.2,1,2,0,2,1,0,11,True,Gas,LED,50.0,Primavera,15.5,217.79,False,14,0.19,41.38,34.3,Eficiente
2726,Casa,121.3,1,1,52.0,Poor,C,False,1,False,16.5,595.84,1,1,1,1,1,0,9,True,Gas,Mixta,72.9,Otoño,14.3,331.46,False,19,0.176,58.34,62.82,Moderado
2727,Departamento,42.5,3,3,24.0,Good,B,False,1,True,15.5,511.37,1,1,0,2,1,0,12,False,Ninguna,LED,55.5,Otoño,15.3,247.62,True,17,0.194,48.04,35.77,Eficiente
2728,Departamento,1028.6968501312708,4,1,61.0,Average,D,False,3,False,16.5,2876.48,1,2,2,1,1,1,16,True,Gas,LED,62.1,Primavera,21.4,369.2,False,15,0.224,82.7,40.37,Eficiente
2729,Casa,185.1,8,5,33.0,Poor,E,False,6,True,18.6,9680.52,2,2,4,2,1,0,15,True,Gas,Mixta,78.3,Otoño,17.1,897.99,True,20,0.19,170.62,107.4,Ineficiente
2730,Casa,122.7,2,1,25.0,Average,A,False,1,False,8.0,3158.96,2,1,4,1,1,1,14,True,Eléctrica,Mixta,74.7,Otoño,15.1,194.4,True,19,0.167,32.46,26.88,Eficiente
2731,Casa,217.2,7,2,34.0,Good,A,False,6,False,17.2,3192.93,1,1,9,6,1,1,23,True,Gas,Mixta,56.5,Otoño,20.4,852.16,False,18,0.183,155.95,59.23,Moderado
2732,Departamento,58.3,1,2,3.0,Good,A,False,4,True,24.0,2818.35,1,1,2,3,1,0,11,False,Ninguna,LED,94.7,Invierno,3.9,605.02,True,19,0.166,100.43,97.91,Ineficiente
2733,Casa,68.1,3,4,17.0,Good,C,False,3,True,22.6,783.29,1,1,2,3,1,0,9,True,Eléctrica,Incandescente,68.5,Invierno,10.0,950.43,True,19,0.191,181.53,188.45,Ineficiente
2734,Casa,81.1,3,4,20.0,Good,D,False,6,False,14.3,400.07,0,1,5,2,1,0,13,True,Eléctrica,Incandescente,64.7,Verano,25.1,661.06,True,16,0.155,102.46,92.23,Ineficiente
2735,Departamento,66.1,1,1,23.0,Excellent,E,False,2,True,,871.01,1,2,3,2,1,0,11,True,Eléctrica,Mixta,83.0,Otoño,18.1,400.72,True,20,0.161,64.52,63.95,Moderado
2736,Casa,67.3,5,3,29.0,Good,B,False,3,False,11.0,1379.43,1,1,1,2,1,0,11,True,Eléctrica,Mixta,69.8,Primavera,15.8,345.78,False,14,0.173,59.82,51.71,Moderado
2737,Casa,89.8,1,2,54.0,Excellent,B,False,1,True,17.7,2488.39,0,1,1,3,1,0,13,True,Gas,Incandescente,66.2,Otoño,18.1,641.94,False,18,0.156,100.14,81.45,Ineficiente
2738,Pequeño Comercio,80.5,2,1,24.0,Excellent,A,False,3,False,14.4,967.2,1,2,1,2,0,0,16,True,Eléctrica,LED,67.0,Verano,22.3,420.99,True,15,0.187,78.73,43.61,Moderado
2739,Departamento,124.5,8,2,57.0,Average,E,False,5,False,11.2,1822.51,0,2,4,3,1,0,13,False,Ninguna,Mixta,60.9,Verano,24.9,403.13,True,18,0.2,80.63,58.83,Moderado
2740,Casa,180.8,1,1,64.0,Average,B,False,1,False,9.4,1124.25,2,1,1,1,1,0,12,False,Ninguna,LED,63.7,Otoño,14.9,218.59,False,19,0.199,43.5,32.66,Eficiente
2741,Pequeño Comercio,46.2,2,1,5.0,Excellent,C,False,2,False,15.2,461.0,1,2,0,0,0,0,9,True,Eléctrica,Mixta,66.3,Primavera,24.4,331.67,True,20,0.189,62.69,67.64,Ineficiente
2742,Casa,88.6,3,1,17.0,Good,B,False,6,True,17.2,2007.98,0,1,3,7,1,0,17,True,Eléctrica,Mixta,69.5,Otoño,13.7,901.42,True,20,0.169,152.34,101.19,Ineficiente
2743,Casa,165.8,5,1,45.0,Average,E,False,6,False,9.8,2157.1,2,1,4,5,1,0,19,True,Gas,Mixta,67.1,Verano,25.7,545.41,False,16,0.184,100.36,48.74,Moderado
2744,Departamento,31.1,1,1,12.0,Excellent,C,False,1,True,15.5,402.68,2,1,0,3,1,1,11,True,Eléctrica,Mixta,91.6,Primavera,20.3,200.42,True,21,0.186,37.28,36.49,Eficiente
2745,Departamento,51.1,3,1,18.0,Excellent,C,False,2,False,8.1,1470.32,0,2,1,2,1,1,10,True,Eléctrica,LED,72.3,Primavera,24.0,133.82,True,21,0.189,25.29,28.58,Eficiente
2746,Casa,113.2,1,1,47.0,Poor,D,True,1,False,8.0,1461.53,0,1,1,2,1,0,12,False,Ninguna,Mixta,60.8,Invierno,5.6,134.32,False,19,0.214,28.74,16.31,Eficiente
2747,Casa,53.0,1,1,45.0,Poor,B,False,2,False,11.8,564.87,0,1,2,2,1,0,10,False,Ninguna,Incandescente,61.3,Verano,30.5,383.46,False,19,0.146,55.99,71.33,Ineficiente
2748,Departamento,55.5,1,2,52.0,Good,E,False,2,False,11.5,,0,1,0,3,1,0,9,False,Ninguna,Incandescente,63.9,Otoño,16.4,443.27,True,21,0.172,76.24,93.66,Ineficiente
2749,Departamento,72.6,1,2,27.0,Average,B,False,1,False,8.0,816.87,0,2,1,0,1,0,11,True,Eléctrica,Mixta,77.4,Invierno,6.5,243.35,True,18,0.209,50.86,43.1,Moderado
2750,Departamento,47.6,2,4,33.0,Good,A,False,2,False,10.7,259.34,1,1,0,0,1,0,6,True,Gas,LED,70.9,Verano,28.6,224.16,True,20,0.16,35.87,66.12,Moderado
2751,Departamento,80.7,4,1,22.0,Good,B,False,3,False,10.4,777.97,0,2,2,2,1,0,15,True,Eléctrica,Mixta,78.2,Primavera,20.7,381.14,False,13,0.169,64.41,37.03,Eficiente
2752,Casa,113.3,1,1,42.0,Poor,B,False,1,False,11.5,991.89,0,1,0,0,1,0,7,True,Gas,LED,74.0,Invierno,10.1,143.7,True,17,0.183,26.3,38.28,Eficiente
2753,Casa,119.2,3,2,41.0,Good,A,False,2,True,15.9,5084.4,2,1,0,3,1,0,11,True,Gas,LED,66.7,Otoño,16.7,328.07,True,18,0.185,60.69,48.94,Moderado
2754,Casa,84.7,1,3,25.0,Good,B,True,1,True,24.0,1516.96,0,2,0,3,1,0,9,False,Ninguna,LED,78.9,Verano,30.0,267.3,True,22,0.195,52.12,56.17,Moderado
2755,Casa,88.2,3,4,61.0,Average,C,False,3,False,14.3,1321.96,0,1,2,0,1,0,6,True,Gas,LED,43.6,Verano,27.4,220.16,False,8,0.188,41.39,51.89,Moderado
2756,Casa,202.4,3,2,,Average,C,False,4,True,13.4,2531.43,1,2,2,3,1,0,14,True,Eléctrica,LED,,Invierno,4.1,509.1,True,17,0.219,111.49,60.2,Moderado
2757,Departamento,61.8,1,1,44.0,Poor,C,False,1,True,20.3,704.74,0,1,0,4,1,0,8,True,Gas,Mixta,74.9,Otoño,14.0,283.09,False,17,0.182,51.52,58.27,Moderado
2758,Departamento,56.6,1,2,25.0,Excellent,E,False,1,False,12.5,304.95,2,1,0,0,1,1,10,True,Eléctrica,LED,77.4,Verano,32.6,293.58,False,13,0.193,56.66,45.91,Moderado
2759,Departamento,96.5,3,1,28.0,Good,A,False,4,False,8.8,631.01,0,1,4,3,1,0,15,True,Eléctrica,Mixta,75.2,Otoño,10.8,270.87,False,19,0.198,53.63,34.21,Eficiente
2760,Casa,88.4,3,3,30.0,Good,C,False,3,False,8.5,532.83,0,2,3,4,1,0,17,True,Eléctrica,Mixta,53.8,Primavera,21.4,286.26,False,16,0.215,61.55,33.52,Eficiente
2761,Casa,49.9,1,2,23.0,Poor,A,False,2,False,8.0,691.81,0,2,1,1,1,0,9,True,Eléctrica,Mixta,69.3,Primavera,14.1,127.53,False,6,0.197,25.12,17.49,Eficiente
2762,Departamento,63.0,1,3,15.0,Good,B,False,1,True,18.2,1470.23,0,1,0,1,1,0,6,True,Eléctrica,Mixta,87.4,Primavera,23.4,266.55,True,17,0.177,47.18,68.24,Ineficiente
2763,Departamento,38.7,1,2,23.0,Poor,A,False,2,False,11.6,847.81,1,1,0,2,1,0,12,True,Eléctrica,Mixta,50.4,Primavera,22.0,318.67,False,13,0.185,58.95,36.78,Eficiente
2764,Casa,119.2,2,1,24.0,Good,E,False,2,True,15.7,3904.91,1,1,2,1,1,0,14,True,Eléctrica,LED,85.4,Primavera,18.4,412.48,False,12,0.217,89.51,42.64,Eficiente
2765,Casa,97.0,3,1,10.0,Good,C,False,3,False,9.9,1125.76,0,1,2,3,1,0,10,True,Eléctrica,Mixta,80.0,Invierno,8.5,402.42,False,13,0.232,93.36,62.1,Moderado
2766,Departamento,80.6,2,2,37.0,Poor,C,False,1,False,11.5,689.3,0,1,0,0,1,0,8,True,Gas,Mixta,62.3,Verano,27.7,265.64,False,14,0.167,44.36,46.23,Moderado
2767,Casa,74.0,3,4,53.0,Poor,D,False,1,False,14.2,838.73,1,1,0,0,1,0,6,True,Gas,Mixta,45.6,Invierno,6.9,198.12,True,15,0.194,38.44,56.65,Moderado
2768,Casa,154.8,3,1,18.0,Excellent,B,False,3,False,14.7,3257.83,5,1,2,1,1,0,15,False,Ninguna,Incandescente,86.2,Otoño,15.1,766.33,False,17,0.183,140.24,91.81,Ineficiente
2769,Casa,262.1,6,4,,Good,B,True,7,False,11.1,2027.59,2,2,7,6,1,0,24,True,Eléctrica,LED,,Invierno,3.4,443.96,False,10,0.21,93.23,23.85,Eficiente
2770,Casa,192.5,3,4,58.0,Poor,C,False,3,False,8.4,1716.81,2,2,4,3,1,0,16,True,Gas,Incandescente,55.9,Invierno,5.5,453.92,False,9,0.19,86.24,39.26,Eficiente
2771,Casa,47.1,1,1,28.0,Excellent,B,False,1,False,9.2,436.99,0,1,0,1,1,0,9,False,Ninguna,LED,80.2,Verano,30.4,105.49,True,18,0.114,12.03,20.05,Eficiente
2772,Casa,109.6,3,2,56.0,Poor,E,False,5,False,14.4,1597.93,0,2,4,6,1,0,17,False,Ninguna,Mixta,,Invierno,7.3,586.86,False,7,0.205,120.31,46.89,Moderado
2773,Departamento,79.6,3,5,49.0,Excellent,D,False,3,False,17.1,644.83,0,1,1,1,1,0,7,False,Ninguna,Mixta,60.8,Invierno,10.3,478.11,True,18,0.172,82.23,120.57,Ineficiente
2774,Departamento,73.0,1,2,48.0,Excellent,E,False,2,False,10.0,917.75,1,1,0,1,1,1,10,True,Gas,LED,65.3,Otoño,19.6,161.82,False,16,0.178,28.8,28.75,Eficiente
2775,Casa,94.5,3,1,49.0,Average,E,False,1,False,15.1,1460.09,1,1,4,3,1,0,15,False,Ninguna,Mixta,29.3,Otoño,14.7,492.61,True,15,0.163,80.3,52.88,Moderado
2776,Casa,135.5,3,4,22.0,Excellent,B,False,1,True,20.2,1832.1,2,1,1,1,1,0,12,True,Eléctrica,LED,66.1,Otoño,13.3,379.65,False,9,0.193,73.27,47.92,Moderado
2777,Departamento,51.4,1,1,32.0,Average,C,False,1,True,19.3,279.9,0,1,0,3,1,0,8,False,Ninguna,Incandescente,78.4,Primavera,22.4,394.94,True,18,0.158,62.4,79.88,Ineficiente
2778,Casa,107.1,4,4,61.0,Poor,E,False,1,False,9.9,3077.85,2,1,0,2,1,0,12,True,Gas,LED,46.2,Verano,31.0,445.04,False,11,0.179,79.66,53.63,Moderado
2779,Departamento,58.8,1,2,19.0,Excellent,B,False,1,False,8.9,405.42,1,1,1,0,1,0,13,True,Eléctrica,LED,77.9,Otoño,16.1,126.26,True,18,0.173,21.84,19.62,Eficiente
2780,Departamento,74.5,1,1,39.0,Average,E,False,2,True,20.6,445.91,1,1,5,2,1,0,12,True,Gas,Incandescente,60.4,Invierno,11.8,822.96,True,18,0.215,176.94,116.07,Ineficiente
2781,Casa,132.7,4,3,26.0,Excellent,D,False,2,True,21.7,1904.58,1,1,1,3,1,0,11,False,Ninguna,Mixta,58.6,Otoño,17.7,538.07,True,15,0.212,114.07,79.31,Ineficiente
2782,Departamento,59.9,2,2,20.0,Poor,E,False,2,True,15.5,2197.72,1,2,3,1,1,1,17,True,Eléctrica,Mixta,81.2,Otoño,17.8,449.31,True,18,0.181,81.33,38.55,Eficiente
2783,Departamento,60.1,1,1,47.0,Good,B,False,1,False,12.4,731.37,0,1,0,2,1,1,11,True,Gas,LED,64.5,Otoño,16.9,168.09,True,18,0.155,26.05,23.07,Eficiente
2784,Departamento,82.5,3,5,31.0,Average,D,False,2,False,14.2,810.91,0,1,1,0,1,0,10,True,Gas,LED,63.4,Verano,28.7,193.76,True,21,0.184,35.65,33.82,Eficiente
2785,Casa,227.8,6,1,28.0,Excellent,B,False,6,False,19.7,3313.4,3,1,9,2,1,0,22,True,Eléctrica,LED,65.0,Primavera,22.1,953.59,True,22,0.164,156.39,85.3,Ineficiente
2786,Casa,78.3,3,2,35.0,Good,C,False,2,True,24.0,1187.16,0,2,1,1,1,1,8,True,Gas,Mixta,,Verano,24.0,516.95,False,13,0.18,93.05,97.72,Ineficiente
2787,Casa,121.0,2,2,57.0,Poor,D,False,5,False,11.0,1744.79,1,1,6,2,1,0,21,False,Ninguna,LED,71.0,Invierno,4.6,378.38,False,13,0.169,63.95,28.4,Eficiente
2788,Departamento,73.6,2,1,36.0,Poor,B,False,1,False,8.0,287.9,0,1,1,2,1,0,10,True,Gas,Incandescente,69.4,Verano,27.0,241.71,False,14,0.159,38.43,39.7,Eficiente
2789,Casa,132.3,2,1,35.0,Average,E,False,1,False,9.6,1837.22,0,1,1,0,1,0,10,True,Gas,Mixta,64.6,Verano,23.3,169.15,True,16,0.171,28.92,34.78,Eficiente
2790,Departamento,84.9,5,2,44.0,Average,E,False,7,True,22.1,,0,2,6,8,1,0,20,True,Gas,LED,56.4,Verano,34.0,1087.96,True,17,0.201,218.68,92.1,Ineficiente
2791,Casa,98.2,5,1,40.0,Excellent,B,False,8,False,10.9,1734.13,2,1,7,7,1,0,20,False,Ninguna,LED,84.1,Otoño,17.6,410.07,False,13,0.182,74.63,33.56,Eficiente
2792,Casa,182.9,4,2,38.0,Average,E,False,4,False,8.0,6411.55,1,1,2,2,1,1,12,True,Gas,Mixta,75.6,Verano,25.7,367.16,True,20,0.18,66.09,56.7,Moderado
2793,Departamento,40.5,1,1,31.0,Average,A,False,2,False,12.1,1040.17,0,1,3,1,1,0,12,False,Ninguna,Incandescente,80.9,Otoño,12.5,310.43,False,9,0.2,62.09,31.02,Eficiente
2794,Casa,279.1,8,3,53.0,Poor,D,False,8,True,17.7,6491.6,2,1,10,10,1,1,31,False,Ninguna,Incandescente,60.8,Verano,26.7,2114.3,False,10,0.152,321.37,98.64,Ineficiente
2795,Casa,96.5,1,1,9.0,Good,B,False,3,False,15.7,4576.24,3,1,2,0,1,0,11,True,Losa Radiante,LED,,Primavera,17.6,354.07,False,14,0.174,61.61,48.67,Moderado
2796,Casa,73.5,1,2,35.0,Poor,E,False,1,True,21.4,930.29,2,1,0,3,1,0,11,True,Gas,LED,61.6,Primavera,23.1,362.45,True,20,0.162,58.72,56.1,Moderado
2797,Casa,126.7,3,2,33.0,Good,B,False,1,False,12.6,1440.06,1,1,1,1,1,0,11,True,Gas,Mixta,55.2,Verano,25.5,442.48,True,18,0.162,71.68,67.8,Ineficiente
2798,Casa,117.7,3,1,38.0,Average,E,False,1,True,20.4,1938.9,0,1,1,1,1,0,11,True,Gas,Mixta,65.2,Invierno,3.4,455.95,True,19,0.176,80.25,75.33,Ineficiente
2799,Casa,120.0,5,1,11.0,Excellent,A,False,5,False,10.4,1872.75,1,2,7,7,1,0,21,True,Eléctrica,Mixta,87.5,Otoño,16.7,469.36,False,16,0.185,86.83,35.37,Eficiente
2800,Casa,177.7,8,5,12.0,Good,B,False,8,True,19.7,1533.99,1,1,12,8,1,0,29,True,Eléctrica,Incandescente,86.4,Verano,29.3,1685.85,True,19,0.15,252.88,103.02,Ineficiente
2801,Departamento,32.6,1,1,28.0,Poor,A,False,3,False,8.0,201.33,0,1,3,2,1,0,15,True,Eléctrica,LED,61.9,Invierno,7.2,393.06,False,14,0.206,80.97,42.55,Eficiente
