consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,categoria
485.75,False,7,Departamento,6.1,Moderado
598.42,True,5,Departamento,5.4,Moderado
909.42,False,10,Casa,9.5,Ineficiente
991.0,False,7,Casa,7.8,Moderado
341.67,True,11,Departamento,6.9,Moderado
950.08,True,7,Departamento,9.5,Ineficiente
414.25,False,7,Departamento,5.4,Moderado
1759.0,True,6,Casa,13.4,Ineficiente
349.92,False,9,Departamento,5.6,Eficiente
435.58,False,6,Casa,4.0,Moderado
323.75,True,7,Departamento,5.1,Moderado
2066.92,True,11,Casa,16.0,Ineficiente
1517.0,True,13,Casa,15.1,Ineficiente
398.33,False,6,Casa,3.7,Eficiente
1306.17,True,8,Casa,11.5,Ineficiente
186.0,False,5,Casa,1.4,Eficiente
612.0,False,7,Casa,6.8,Moderado
204.33,False,5,Departamento,3.3,Eficiente
1153.17,True,7,Casa,7.9,Ineficiente
562.75,True,6,Departamento,4.4,Moderado
956.42,True,4,Casa,7.3,Ineficiente
748.17,False,11,Casa,8.0,Moderado
1486.08,True,6,Casa,10.5,Ineficiente
1288.5,False,9,Casa,11.7,Ineficiente
402.67,True,6,Casa,4.7,Moderado
370.67,False,4,Casa,3.5,Eficiente
494.17,False,6,Casa,4.3,Moderado
899.08,True,7,Casa,9.1,Ineficiente
611.58,False,8,Casa,8.1,Moderado
182.75,False,3,Departamento,1.6,Eficiente
666.75,False,9,Casa,6.5,Moderado
850.5,False,5,Casa,7.7,Moderado
1594.42,True,6,Casa,12.1,Ineficiente
844.58,True,5,Casa,7.0,Ineficiente
800.92,False,11,Casa,9.4,Ineficiente
1523.42,True,11,Casa,11.5,Ineficiente
1127.17,True,12,Casa,12.4,Ineficiente
1060.58,True,11,Casa,10.4,Ineficiente
394.25,False,9,Casa,4.9,Moderado
1128.33,True,10,Casa,10.4,Ineficiente
822.33,False,5,Casa,6.9,Moderado
613.42,False,4,Casa,3.6,Eficiente
1622.75,True,6,Casa,14.1,Ineficiente
211.25,False,5,Departamento,2.9,Eficiente
1658.67,True,7,Casa,13.6,Ineficiente
656.25,False,8,Departamento,7.7,Moderado
422.92,False,5,Casa,3.3,Eficiente
2215.92,True,11,Casa,16.0,Ineficiente
533.25,False,6,Casa,5.1,Moderado
1361.58,True,10,Casa,12.9,Ineficiente
1528.75,False,9,Casa,10.8,Ineficiente
1207.0,False,10,Casa,10.9,Ineficiente
297.92,False,7,Casa,3.5,Eficiente
972.83,True,12,Casa,10.5,Ineficiente
345.17,False,7,Casa,4.9,Eficiente
417.58,True,9,Departamento,4.8,Moderado
423.83,False,6,Casa,3.9,Eficiente
932.67,False,6,Casa,7.9,Moderado
168.83,False,6,Departamento,2.0,Eficiente
1783.58,True,12,Casa,16.0,Ineficiente
1407.33,True,6,Casa,10.8,Ineficiente
1549.75,True,9,Casa,10.1,Ineficiente
434.25,False,8,Departamento,4.9,Moderado
678.92,False,9,Departamento,6.2,Moderado
2614.17,True,7,Casa,16.0,Ineficiente
2429.08,True,13,Casa,16.0,Ineficiente
746.83,True,16,Casa,9.9,Ineficiente
1241.0,True,14,Casa,13.8,Ineficiente
1182.0,True,6,Casa,10.0,Ineficiente
521.5,False,7,Casa,5.0,Moderado
1409.25,True,7,Casa,12.0,Ineficiente
1504.0,True,9,Casa,12.3,Ineficiente
766.58,True,7,Departamento,6.5,Moderado
867.42,False,8,Departamento,7.0,Moderado
113.25,False,5,Departamento,1.0,Eficiente
281.42,False,5,Departamento,3.0,Eficiente
2900.75,True,18,Casa,16.0,Ineficiente
378.83,True,6,Casa,4.2,Moderado
2470.92,True,7,Casa,16.0,Ineficiente
1579.75,True,11,Casa,12.9,Ineficiente
1235.33,True,9,Casa,11.5,Ineficiente
1180.92,False,12,Casa,10.2,Ineficiente
851.33,False,11,Casa,9.8,Ineficiente
211.0,False,7,Casa,2.5,Eficiente
701.58,True,7,Casa,6.0,Moderado
1295.92,True,8,Casa,9.6,Ineficiente
1819.0,True,7,Casa,13.7,Ineficiente
887.42,True,8,Casa,9.3,Ineficiente
834.17,True,6,Casa,7.9,Ineficiente
474.42,True,4,Casa,5.3,Moderado
1235.67,True,7,Casa,10.9,Ineficiente
438.08,False,7,Departamento,3.9,Eficiente
313.92,False,6,Casa,3.6,Eficiente
402.5,False,10,Casa,4.9,Moderado
868.42,False,12,Departamento,10.7,Ineficiente
1537.33,True,10,Casa,12.1,Ineficiente
961.5,True,4,Casa,8.5,Ineficiente
534.42,False,6,Departamento,6.3,Moderado
697.08,False,5,Casa,8.0,Moderado
858.83,True,5,Casa,6.8,Ineficiente
1735.58,True,8,Casa,14.7,Ineficiente
2819.25,True,10,Casa,16.0,Ineficiente
1973.58,True,10,Casa,15.5,Ineficiente
307.08,False,5,Departamento,2.0,Eficiente
897.17,True,10,Casa,7.1,Ineficiente
304.25,True,7,Casa,4.8,Moderado
504.83,False,6,Casa,3.3,Eficiente
1429.83,True,12,Casa,12.8,Ineficiente
544.67,False,5,Casa,5.6,Moderado
1218.25,True,9,Casa,11.0,Ineficiente
1699.0,False,15,Casa,16.0,Ineficiente
1156.83,True,7,Casa,10.0,Ineficiente
571.0,False,5,Casa,6.6,Moderado
875.17,True,8,Casa,7.3,Ineficiente
1666.92,True,8,Casa,12.8,Ineficiente
622.08,False,6,Casa,5.2,Moderado
323.92,False,7,Departamento,5.1,Eficiente
591.83,False,8,Casa,7.2,Moderado
653.33,True,8,Casa,7.2,Moderado
370.08,False,9,Casa,6.4,Moderado
691.0,False,8,Casa,5.8,Moderado
1083.58,True,11,Casa,12.2,Ineficiente
294.08,False,6,Departamento,5.3,Eficiente
819.25,True,9,Casa,8.9,Ineficiente
1309.33,False,8,Casa,12.9,Ineficiente
621.42,True,10,Casa,5.5,Moderado
1255.25,True,7,Casa,9.9,Ineficiente
167.67,False,4,Departamento,1.6,Eficiente
174.92,False,5,Casa,3.4,Eficiente
377.0,False,6,Departamento,3.3,Eficiente
984.17,True,7,Casa,9.4,Ineficiente
1335.5,True,9,Departamento,13.0,Ineficiente
880.67,True,10,Casa,9.6,Ineficiente
1038.75,True,6,Casa,9.0,Ineficiente
1428.08,True,6,Casa,10.3,Ineficiente
4169.92,True,8,Casa,16.0,Ineficiente
484.42,False,11,Casa,7.8,Moderado
195.83,False,5,Casa,3.6,Eficiente
1917.83,True,14,Casa,16.0,Ineficiente
378.75,True,4,Casa,3.3,Moderado
1168.17,True,12,Casa,9.4,Ineficiente
601.83,True,10,Casa,5.9,Moderado
559.75,False,9,Casa,8.3,Moderado
619.25,True,6,Casa,4.6,Moderado
485.58,False,8,Casa,5.8,Moderado
2521.92,True,8,Casa,16.0,Ineficiente
439.33,False,9,Casa,4.4,Moderado
207.25,False,5,Casa,3.1,Eficiente
1726.08,True,8,Casa,14.8,Ineficiente
910.08,True,7,Casa,8.2,Ineficiente
169.17,False,6,Departamento,5.8,Eficiente
1205.25,True,6,Casa,8.2,Ineficiente
906.75,False,6,Casa,8.9,Moderado
1707.92,True,12,Casa,14.8,Ineficiente
909.75,True,14,Casa,11.0,Ineficiente
1037.33,False,10,Casa,10.4,Ineficiente
1381.0,True,5,Casa,10.0,Ineficiente
1056.17,False,6,Casa,9.1,Ineficiente
1817.75,True,11,Casa,13.6,Ineficiente
547.5,True,10,Casa,7.3,Moderado
425.08,False,9,Casa,5.8,Moderado
1558.75,True,9,Casa,13.7,Ineficiente
301.5,False,6,Casa,4.9,Eficiente
370.67,False,6,Casa,4.6,Moderado
514.5,False,7,Casa,5.7,Moderado
516.33,True,5,Casa,4.1,Moderado
402.17,True,11,Casa,5.3,Moderado
745.0,False,8,Casa,8.6,Moderado
620.5,True,5,Casa,7.1,Moderado
1882.0,True,8,Casa,14.7,Ineficiente
992.5,True,7,Casa,8.8,Ineficiente
824.25,True,6,Departamento,6.4,Ineficiente
435.75,False,10,Casa,7.1,Moderado
869.67,True,5,Casa,8.0,Ineficiente
735.08,False,7,Casa,8.9,Moderado
423.83,False,6,Departamento,3.7,Eficiente
726.42,True,5,Departamento,6.0,Moderado
2667.83,True,12,Casa,16.0,Ineficiente
1323.92,True,6,Casa,11.3,Ineficiente
613.08,False,11,Casa,7.2,Moderado
645.42,True,5,Casa,4.9,Moderado
679.33,False,8,Casa,7.8,Moderado
1525.67,True,13,Casa,14.8,Ineficiente
581.67,False,8,Casa,5.4,Moderado
1143.0,True,6,Departamento,10.8,Ineficiente
600.92,False,4,Departamento,6.4,Moderado
210.58,False,5,Departamento,3.0,Eficiente
987.25,True,9,Casa,9.4,Ineficiente
847.83,True,11,Casa,9.5,Ineficiente
2279.08,True,12,Casa,16.0,Ineficiente
785.83,False,9,Casa,8.0,Moderado
1078.83,True,15,Casa,9.5,Ineficiente
2089.5,True,11,Casa,16.0,Ineficiente
1174.42,False,8,Casa,8.7,Moderado
709.5,False,7,Casa,8.3,Moderado
836.58,True,8,Casa,7.6,Ineficiente
616.58,True,10,Casa,6.9,Moderado
665.92,False,10,Casa,6.8,Moderado
1237.58,True,9,Casa,10.7,Ineficiente
193.83,False,4,Casa,3.9,Eficiente
861.08,True,9,Casa,6.0,Ineficiente
1231.17,True,7,Casa,11.6,Ineficiente
1156.0,True,10,Casa,11.0,Ineficiente
863.67,True,6,Casa,6.4,Ineficiente
878.0,True,8,Casa,7.2,Ineficiente
304.67,False,6,Casa,5.5,Eficiente
355.17,False,5,Departamento,2.9,Eficiente
196.08,False,4,Departamento,1.4,Eficiente
1108.5,False,11,Casa,11.8,Ineficiente
1577.42,True,7,Casa,13.0,Ineficiente
1647.0,True,7,Casa,12.1,Ineficiente
895.25,True,6,Departamento,8.0,Ineficiente
877.25,True,6,Casa,6.6,Ineficiente
2122.5,True,10,Casa,16.0,Ineficiente
1188.92,True,6,Departamento,10.8,Ineficiente
1762.17,True,9,Casa,15.0,Ineficiente
517.08,False,7,Casa,5.9,Moderado
722.08,True,11,Departamento,9.9,Ineficiente
961.0,False,5,Casa,7.9,Moderado
593.92,False,5,Departamento,4.3,Moderado
235.25,False,5,Departamento,3.5,Eficiente
1112.67,False,10,Casa,12.5,Ineficiente
692.5,False,11,Casa,6.9,Moderado
201.58,False,4,Departamento,2.2,Eficiente
475.08,False,7,Casa,5.7,Moderado
384.25,False,8,Departamento,4.9,Moderado
542.08,False,7,Casa,4.7,Moderado
1060.25,True,6,Departamento,10.0,Ineficiente
1597.5,False,12,Casa,16.0,Ineficiente
867.42,True,11,Casa,9.3,Ineficiente
556.58,False,6,Casa,4.6,Moderado
1511.83,True,5,Casa,10.0,Ineficiente
743.5,False,8,Casa,7.6,Moderado
205.42,False,4,Casa,3.7,Eficiente
807.25,False,7,Casa,8.0,Moderado
1662.67,True,16,Casa,15.9,Ineficiente
475.92,False,10,Casa,5.6,Moderado
719.92,False,6,Casa,5.5,Moderado
1292.75,False,11,Casa,12.8,Ineficiente
818.83,True,8,Departamento,8.8,Ineficiente
585.17,False,11,Casa,5.7,Moderado
1100.5,True,9,Casa,11.6,Ineficiente
1136.0,False,7,Casa,10.2,Ineficiente
1333.67,True,16,Casa,15.1,Ineficiente
2614.5,True,12,Casa,16.0,Ineficiente
581.0,False,8,Casa,4.9,Moderado
499.75,False,8,Casa,5.6,Moderado
526.42,False,7,Casa,6.1,Moderado
853.92,False,6,Casa,9.3,Ineficiente
706.08,True,10,Casa,8.4,Moderado
465.58,False,6,Departamento,4.7,Moderado
427.92,False,8,Casa,4.2,Moderado
655.42,True,9,Casa,8.3,Moderado
397.42,True,7,Casa,3.8,Moderado
605.75,True,8,Departamento,8.1,Moderado
1510.92,True,9,Casa,12.5,Ineficiente
750.25,True,5,Departamento,8.1,Moderado
2455.67,True,14,Casa,16.0,Ineficiente
734.25,True,7,Departamento,6.9,Moderado
484.25,False,6,Departamento,4.5,Moderado
670.5,False,7,Casa,6.2,Moderado
729.17,False,13,Casa,9.2,Moderado
1613.67,True,14,Casa,15.0,Ineficiente
946.25,True,10,Casa,8.7,Ineficiente
300.08,False,5,Departamento,3.3,Eficiente
599.75,False,10,Casa,7.1,Moderado
328.83,False,6,Casa,1.9,Eficiente
898.92,True,7,Casa,8.6,Ineficiente
212.5,False,4,Departamento,1.6,Eficiente
1075.0,True,8,Casa,8.4,Ineficiente
2290.17,True,8,Casa,16.0,Ineficiente
560.75,False,6,Casa,3.7,Eficiente
435.17,False,4,Departamento,2.7,Eficiente
1964.75,True,6,Casa,14.2,Ineficiente
526.0,False,9,Casa,8.2,Moderado
221.5,False,5,Departamento,2.5,Eficiente
1021.58,False,8,Departamento,9.4,Ineficiente
1205.17,False,7,Casa,10.5,Ineficiente
505.83,False,7,Departamento,5.6,Moderado
796.33,False,10,Casa,8.2,Moderado
694.83,False,7,Casa,5.5,Moderado
775.92,False,7,Casa,8.7,Moderado
747.08,False,8,Casa,9.2,Moderado
397.75,True,7,Departamento,3.1,Moderado
379.92,False,4,Casa,2.7,Eficiente
1676.42,True,8,Casa,13.3,Ineficiente
891.75,True,6,Casa,6.8,Ineficiente
1313.58,True,12,Casa,12.9,Ineficiente
220.25,False,7,Departamento,2.8,Eficiente
396.25,False,8,Casa,7.2,Moderado
1000.75,False,7,Departamento,10.0,Ineficiente
546.17,False,5,Departamento,5.4,Moderado
395.83,False,6,Departamento,5.5,Moderado
614.67,True,6,Casa,7.0,Moderado
1331.25,True,6,Casa,10.1,Ineficiente
377.08,True,8,Casa,4.1,Moderado
676.92,True,10,Departamento,7.6,Moderado
4264.58,True,7,Casa,16.0,Ineficiente
623.25,False,4,Casa,5.5,Moderado
1508.0,True,4,Casa,9.7,Ineficiente
307.92,False,7,Casa,3.3,Eficiente
947.17,True,8,Casa,8.6,Ineficiente
411.58,False,7,Departamento,4.8,Moderado
1867.42,True,8,Casa,16.0,Ineficiente
486.75,False,11,Casa,5.2,Moderado
327.08,False,10,Casa,5.7,Eficiente
375.92,False,6,Departamento,5.8,Moderado
377.08,False,6,Casa,6.6,Moderado
1123.75,True,12,Casa,10.7,Ineficiente
712.25,False,5,Casa,6.7,Moderado
891.17,True,10,Casa,9.5,Ineficiente
182.83,False,6,Departamento,3.2,Eficiente
127.5,False,4,Casa,2.0,Eficiente
1267.33,True,8,Casa,11.3,Ineficiente
652.58,False,7,Departamento,3.9,Eficiente
1293.33,True,8,Casa,11.7,Ineficiente
2120.92,True,7,Casa,16.0,Ineficiente
1070.17,True,8,Casa,9.3,Ineficiente
453.33,False,10,Departamento,8.1,Moderado
916.83,True,12,Casa,9.0,Ineficiente
587.83,False,7,Casa,5.6,Moderado
679.0,True,7,Casa,8.6,Moderado
508.17,True,8,Casa,5.0,Moderado
976.75,False,9,Casa,8.7,Moderado
2441.17,True,11,Casa,16.0,Ineficiente
206.92,False,9,Casa,4.9,Eficiente
442.17,False,6,Departamento,5.0,Moderado
535.0,False,8,Casa,4.7,Moderado
1124.42,True,8,Casa,9.4,Ineficiente
742.83,True,7,Departamento,6.4,Moderado
395.33,False,9,Casa,5.3,Moderado
982.75,True,6,Casa,8.8,Ineficiente
623.0,True,10,Casa,7.6,Moderado
863.58,False,4,Casa,5.2,Moderado
172.67,False,5,Departamento,3.7,Eficiente
1114.5,True,5,Casa,9.2,Ineficiente
1013.67,True,4,Casa,9.3,Ineficiente
364.67,False,6,Departamento,4.7,Moderado
1008.5,False,12,Casa,11.4,Ineficiente
513.33,False,6,Departamento,5.7,Moderado
935.83,False,8,Casa,10.0,Ineficiente
901.08,False,9,Casa,9.2,Ineficiente
691.33,False,12,Casa,8.1,Moderado
1262.5,True,11,Casa,14.0,Ineficiente
595.58,False,4,Departamento,6.1,Moderado
991.92,True,9,Casa,9.9,Ineficiente
502.92,False,4,Casa,3.3,Eficiente
1849.83,True,10,Casa,14.0,Ineficiente
888.0,False,12,Departamento,9.8,Ineficiente
604.92,False,5,Departamento,5.7,Moderado
1351.33,True,10,Casa,11.4,Ineficiente
388.08,True,7,Casa,4.8,Moderado
393.58,False,6,Casa,6.0,Moderado
1001.58,False,9,Casa,10.1,Ineficiente
576.08,False,6,Casa,4.5,Moderado
682.5,True,9,Casa,7.1,Moderado
1352.92,False,10,Casa,11.2,Ineficiente
202.33,False,4,Departamento,2.2,Eficiente
874.42,True,5,Casa,6.9,Ineficiente
680.33,False,7,Casa,6.2,Moderado
1795.5,True,10,Casa,13.7,Ineficiente
448.0,False,4,Departamento,4.1,Moderado
1730.0,False,6,Casa,12.8,Ineficiente
1020.58,True,10,Casa,6.9,Ineficiente
393.17,False,6,Departamento,6.5,Moderado
1083.42,True,8,Casa,10.7,Ineficiente
545.0,False,7,Casa,5.4,Moderado
1073.17,False,10,Casa,10.2,Ineficiente
558.42,False,8,Casa,5.0,Moderado
2740.75,True,13,Casa,16.0,Ineficiente
1530.42,True,7,Casa,14.2,Ineficiente
530.08,False,7,Casa,5.8,Moderado
617.25,False,8,Departamento,7.5,Moderado
552.08,True,11,Casa,7.2,Moderado
1138.33,False,9,Departamento,9.0,Ineficiente
741.08,False,8,Casa,6.9,Moderado
2483.42,True,9,Casa,16.0,Ineficiente
1680.75,True,9,Casa,13.5,Ineficiente
952.67,False,7,Casa,8.2,Moderado
1518.75,True,12,Casa,13.6,Ineficiente
838.83,False,4,Departamento,6.7,Moderado
396.33,False,12,Casa,6.3,Moderado
1393.5,True,6,Casa,10.0,Ineficiente
3472.75,True,11,Casa,16.0,Ineficiente
1951.25,True,5,Casa,13.2,Ineficiente
781.92,True,8,Casa,8.6,Moderado
1819.67,True,11,Casa,13.3,Ineficiente
1205.17,True,10,Casa,12.2,Ineficiente
625.83,True,6,Casa,7.4,Moderado
1735.33,True,9,Casa,14.0,Ineficiente
1214.83,True,8,Casa,7.9,Ineficiente
628.75,False,6,Departamento,5.6,Moderado
1122.67,False,13,Casa,11.3,Ineficiente
677.75,False,12,Casa,7.1,Moderado
367.25,False,7,Departamento,4.0,Moderado
472.08,False,6,Casa,6.5,Moderado
843.83,False,8,Casa,8.7,Moderado
730.58,False,6,Casa,5.7,Moderado
637.92,False,8,Casa,5.1,Moderado
1191.92,False,10,Casa,10.6,Ineficiente
229.75,False,4,Departamento,2.5,Eficiente
840.67,True,8,Departamento,8.5,Ineficiente
450.75,False,8,Casa,4.9,Moderado
441.83,False,10,Casa,6.5,Moderado
1066.17,False,8,Casa,11.4,Ineficiente
2297.08,True,12,Casa,16.0,Ineficiente
533.25,False,8,Departamento,5.9,Moderado
1104.33,False,5,Casa,8.7,Moderado
274.0,False,7,Casa,3.6,Eficiente
329.5,False,6,Casa,5.2,Eficiente
902.33,False,12,Casa,9.0,Ineficiente
371.67,False,5,Casa,4.0,Moderado
464.75,False,8,Casa,5.5,Moderado
595.33,False,5,Casa,5.0,Moderado
872.0,False,8,Casa,6.8,Moderado
1592.42,True,15,Casa,15.4,Ineficiente
732.0,False,8,Casa,7.2,Moderado
479.58,False,5,Casa,5.2,Moderado
942.83,False,6,Casa,7.6,Moderado
315.0,False,4,Casa,4.5,Eficiente
842.17,True,10,Casa,7.7,Ineficiente
331.17,True,6,Departamento,5.7,Moderado
674.25,False,6,Casa,4.5,Moderado
751.5,True,11,Casa,8.7,Moderado
689.75,False,9,Casa,7.8,Moderado
3310.75,True,15,Casa,16.0,Ineficiente
908.42,False,8,Casa,8.9,Moderado
651.5,True,5,Departamento,7.1,Moderado
655.67,False,3,Departamento,3.1,Eficiente
1281.08,True,8,Casa,11.4,Ineficiente
719.58,False,7,Casa,4.4,Moderado
1960.17,True,13,Casa,16.0,Ineficiente
681.58,True,9,Casa,8.9,Moderado
513.17,False,7,Departamento,4.9,Moderado
1018.75,True,6,Departamento,7.4,Ineficiente
560.83,True,6,Departamento,5.3,Moderado
329.5,False,8,Casa,6.7,Eficiente
1041.67,True,4,Casa,6.3,Ineficiente
963.92,True,10,Casa,8.4,Ineficiente
545.42,True,10,Casa,8.1,Moderado
695.92,True,10,Casa,9.5,Ineficiente
3337.75,True,10,Casa,16.0,Ineficiente
704.67,True,9,Casa,6.2,Moderado
990.5,False,10,Casa,11.7,Ineficiente
711.42,False,9,Casa,9.0,Moderado
751.67,True,11,Casa,9.0,Ineficiente
1869.83,False,13,Casa,15.6,Ineficiente
210.67,False,6,Departamento,3.2,Eficiente
428.83,True,5,Departamento,4.2,Moderado
1398.08,True,10,Casa,12.7,Ineficiente
2101.0,True,11,Casa,16.0,Ineficiente
1026.83,True,6,Casa,9.5,Ineficiente
719.17,True,9,Departamento,6.4,Moderado
222.42,False,4,Casa,4.1,Eficiente
1199.83,True,12,Casa,11.9,Ineficiente
1187.92,True,8,Casa,11.0,Ineficiente
1685.25,True,6,Casa,14.5,Ineficiente
1591.25,False,11,Casa,12.8,Ineficiente
657.33,True,5,Departamento,5.8,Moderado
2111.58,True,12,Casa,16.0,Ineficiente
12521.17,True,19,Casa,16.0,Ineficiente
1097.17,True,7,Casa,9.8,Ineficiente
378.67,False,7,Departamento,7.1,Moderado
662.75,True,5,Casa,4.1,Moderado
981.75,False,11,Casa,9.8,Ineficiente
501.17,False,6,Departamento,5.8,Moderado
986.33,True,9,Casa,9.4,Ineficiente
316.42,True,8,Departamento,4.4,Moderado
390.17,False,3,Casa,2.2,Eficiente
810.08,True,3,Casa,6.5,Ineficiente
421.58,False,8,Casa,4.5,Moderado
516.83,False,12,Casa,4.9,Moderado
416.83,False,8,Casa,6.4,Moderado
434.08,True,5,Departamento,5.4,Moderado
356.67,False,8,Casa,4.8,Moderado
225.08,False,6,Departamento,3.5,Eficiente
226.92,False,5,Departamento,4.1,Eficiente
1411.92,True,5,Departamento,11.1,Ineficiente
3620.75,True,11,Casa,16.0,Ineficiente
1041.83,True,4,Casa,7.8,Ineficiente
1325.17,True,19,Casa,15.8,Ineficiente
460.08,False,15,Casa,7.9,Moderado
2711.58,True,16,Casa,16.0,Ineficiente
259.58,False,5,Casa,2.0,Eficiente
956.5,True,7,Casa,8.8,Ineficiente
924.92,True,8,Casa,7.7,Ineficiente
1050.75,False,9,Departamento,9.1,Ineficiente
2093.42,True,9,Casa,15.8,Ineficiente
986.42,False,11,Casa,8.8,Moderado
1250.0,True,12,Departamento,14.1,Ineficiente
268.33,True,5,Departamento,4.6,Moderado
228.0,False,4,Departamento,4.6,Eficiente
1770.92,True,7,Casa,12.7,Ineficiente
273.67,False,7,Casa,4.0,Eficiente
248.42,False,6,Departamento,2.2,Eficiente
1114.92,True,4,Casa,7.9,Ineficiente
453.17,False,7,Casa,4.2,Moderado
311.25,True,5,Casa,4.8,Moderado
155.58,False,4,Departamento,1.8,Eficiente
939.17,True,15,Casa,11.8,Ineficiente
532.58,False,7,Casa,6.3,Moderado
50.83,False,7,Departamento,4.7,Eficiente
1289.33,True,16,Casa,11.9,Ineficiente
593.58,True,7,Casa,7.3,Moderado
699.92,False,11,Casa,9.1,Moderado
410.83,False,7,Departamento,3.9,Eficiente
1840.08,True,8,Casa,15.7,Ineficiente
467.25,True,8,Casa,5.9,Moderado
84.33,False,5,Casa,1.8,Eficiente
755.17,False,7,Casa,6.3,Moderado
367.58,True,8,Casa,4.1,Moderado
255.83,False,4,Casa,5.0,Eficiente
812.58,False,8,Casa,7.8,Moderado
1235.25,True,5,Departamento,10.5,Ineficiente
1092.0,False,7,Casa,8.6,Moderado
2689.25,True,6,Casa,16.0,Ineficiente
806.0,False,6,Casa,8.3,Moderado
394.83,False,6,Departamento,3.1,Eficiente
1498.58,True,7,Casa,11.7,Ineficiente
184.5,False,5,Departamento,2.8,Eficiente
349.08,True,7,Casa,4.5,Moderado
758.08,False,5,Casa,6.4,Moderado
486.33,False,6,Departamento,5.4,Moderado
1185.17,True,6,Casa,10.4,Ineficiente
1269.92,False,8,Casa,11.6,Ineficiente
841.08,True,7,Casa,6.7,Ineficiente
2210.08,True,6,Casa,16.0,Ineficiente
329.75,False,6,Casa,5.2,Eficiente
186.17,False,6,Departamento,3.9,Eficiente
1269.75,True,14,Casa,11.3,Ineficiente
1278.67,True,7,Casa,11.0,Ineficiente
669.42,False,8,Casa,4.9,Moderado
512.33,True,5,Casa,5.0,Moderado
764.08,True,5,Casa,8.5,Moderado
661.42,True,11,Casa,6.8,Moderado
1319.75,True,5,Casa,9.5,Ineficiente
1036.08,True,7,Casa,9.8,Ineficiente
2165.75,True,6,Casa,14.7,Ineficiente
713.92,False,8,Casa,6.5,Moderado
599.83,False,7,Casa,6.7,Moderado
293.5,False,8,Departamento,3.7,Eficiente
812.5,False,8,Casa,7.6,Moderado
1071.0,True,11,Casa,11.2,Ineficiente
1649.08,True,6,Casa,13.2,Ineficiente
373.92,False,3,Casa,3.7,Eficiente
1428.0,True,10,Casa,12.2,Ineficiente
568.83,False,9,Casa,6.9,Moderado
1378.58,True,6,Casa,10.9,Ineficiente
577.92,True,6,Casa,6.1,Moderado
398.75,False,4,Departamento,3.4,Eficiente
335.17,False,5,Casa,3.6,Eficiente
585.83,True,7,Casa,5.0,Moderado
344.33,False,5,Casa,3.8,Eficiente
1342.42,True,8,Casa,10.5,Ineficiente
1049.42,True,8,Casa,8.3,Ineficiente
2256.75,True,7,Casa,16.0,Ineficiente
2072.5,True,10,Casa,16.0,Ineficiente
253.08,False,7,Departamento,4.6,Eficiente
2184.08,True,13,Casa,16.0,Ineficiente
750.58,True,6,Departamento,7.2,Moderado
1129.75,True,9,Casa,10.8,Ineficiente
234.92,False,5,Departamento,3.5,Eficiente
656.25,False,7,Departamento,5.6,Moderado
253.75,False,4,Departamento,3.0,Eficiente
746.92,True,13,Casa,9.2,Ineficiente
1363.92,True,6,Casa,10.9,Ineficiente
1658.58,True,7,Casa,11.1,Ineficiente
462.83,False,9,Casa,5.9,Moderado
1927.25,True,6,Casa,16.0,Ineficiente
497.5,False,4,Casa,4.2,Moderado
681.5,True,7,Casa,5.9,Moderado
456.17,True,6,Casa,5.2,Moderado
1181.33,True,7,Casa,10.3,Ineficiente
579.25,False,7,Casa,7.2,Moderado
267.17,False,7,Departamento,2.6,Eficiente
211.58,False,5,Departamento,3.6,Eficiente
1068.25,True,7,Casa,9.8,Ineficiente
357.42,True,7,Departamento,4.3,Moderado
1526.58,True,10,Casa,13.5,Ineficiente
3398.17,True,6,Departamento,16.0,Ineficiente
1249.42,True,9,Casa,11.9,Ineficiente
935.0,True,6,Casa,6.9,Ineficiente
391.67,True,5,Casa,4.9,Moderado
596.5,True,7,Casa,6.0,Moderado
351.17,False,9,Casa,5.1,Moderado
992.25,True,9,Casa,9.4,Ineficiente
2064.17,True,5,Casa,15.1,Ineficiente
1217.75,True,6,Casa,11.1,Ineficiente
456.25,True,9,Casa,5.7,Moderado
738.58,True,6,Casa,5.6,Moderado
1522.83,True,9,Casa,12.5,Ineficiente
866.5,False,7,Departamento,8.1,Moderado
417.75,False,6,Departamento,5.8,Moderado
1564.25,True,7,Casa,13.1,Ineficiente
625.0,False,7,Departamento,5.4,Moderado
360.83,False,5,Departamento,6.4,Moderado
758.75,False,12,Departamento,8.9,Moderado
975.58,True,7,Casa,9.9,Ineficiente
173.75,True,6,Casa,2.8,Eficiente
1947.08,True,6,Casa,15.3,Ineficiente
507.25,False,6,Casa,6.0,Moderado
3640.33,True,8,Casa,16.0,Ineficiente
1320.92,True,5,Departamento,11.4,Ineficiente
561.83,False,6,Casa,6.4,Moderado
1573.83,True,9,Casa,12.9,Ineficiente
788.25,False,6,Casa,6.5,Moderado
542.08,False,4,Casa,5.1,Moderado
1076.42,False,5,Casa,9.6,Ineficiente
1988.92,True,8,Casa,15.4,Ineficiente
913.67,False,9,Casa,9.9,Ineficiente
478.17,False,7,Departamento,6.7,Moderado
1776.0,True,10,Casa,13.9,Ineficiente
417.25,False,6,Departamento,3.7,Eficiente
276.33,False,4,Departamento,2.9,Eficiente
2100.75,True,12,Casa,16.0,Ineficiente
644.67,True,6,Casa,5.6,Moderado
